# m n lo up gens time_s logN
# m n lo up gens time_s logN
473 304 0 0 0 0.018000000000000000000000000000000000000 -0.36079560102375165273716151388174014753
473 318 1 1 0 0.44900000000000000000000000000000000000 -0.51289643918137813600031372766162004814
473 326 1 1 0 0.39400000000000000000000000000000000000 -0.60897470595581322418166178746086596721
473 346 1 1 0 0.42200000000000000000000000000000000000 -0.87986097559803620355316389022620259418
473 362 0 0 0 0.022000000000000000000000000000000000000 -1.1323177143401990519614478222400538004
473 428 1 1 1 0.028000000000000000000000000000000000000 -2.8022244042922141338225428092799817879
473 458 1 1 0 0.52100000000000000000000000000000000000 -4.7636455503604481023814337849720119326
474 23 1 1 1 0.11500000000000000000000000000000000000 9.2918358729870588689980286450024901361
474 37 0 0 0 0.021000000000000000000000000000000000000 7.6135590115629821745932458764385361499
474 121 0 0 0 0.021000000000000000000000000000000000000 2.9980484541410600409344184644201973495
474 257 1 1 0 0.38700000000000000000000000000000000000 -0.020353268341019668356285379586233621231
474 397 1 1 1 0.036000000000000000000000000000000000000 -1.8202698688803050801177184549318810188
474 439 2 2 2 0.043000000000000000000000000000000000000 -3.2599522145434256087692684471624246739
474 461 1 1 1 0.026000000000000000000000000000000000000 -5.0195693771985957251235309606347433819
475 98 2 2 2 0.079000000000000000000000000000000000000 3.9500156122752698576499887611697452932
475 134 0 0 0 0.077000000000000000000000000000000000000 2.4951658026040984097295379919775065850
475 332 1 1 0 0.36900000000000000000000000000000000000 -0.66732618669356350846446387527218473663
476 83 2 2 2 0.031000000000000000000000000000000000000 4.6365054080275097855775725279931409290
476 157 0 0 0 0.017000000000000000000000000000000000000 1.5598922590664098534950352150552960251
476 173 1 1 1 0.025000000000000000000000000000000000000 0.77021307402014111790280916963785530972
476 223 1 1 0 0.44200000000000000000000000000000000000 -0.14159729891273383587292421384602064206
476 349 1 1 0 0.38300000000000000000000000000000000000 -0.89168004353829277571989886844496159573
476 389 0 2 0 0.45300000000000000000000000000000000000 -1.6007148040327880402866410938890170277
476 437 0 0 0 0.015000000000000000000000000000000000000 -3.0725982406181643585898258302606631475
477 188 1 1 1 0.019000000000000000000000000000000000000 -0.33399132824225537429127831743789369058
477 272 0 0 0 0.012000000000000000000000000000000000000 -0.081761495217041521351051733991986129971
477 316 1 1 0 0.41800000000000000000000000000000000000 -0.46012093653506699176484954949918599008
477 422 1 1 1 0.023000000000000000000000000000000000000 -2.4520356115954784847102656638051687613
478 93 1 3 1 0.57900000000000000000000000000000000000 4.1942332801823717629831540013382357825
478 145 0 0 0 0.073000000000000000000000000000000000000 2.0912615473388290715456135011148527009
478 219 1 1 1 0.078000000000000000000000000000000000000 -0.23506776697302137908435265019916449291
478 275 0 2 0 0.49900000000000000000000000000000000000 -0.096248274479344934376049365551611619374
478 301 0 0 0 0.016000000000000000000000000000000000000 -0.30050259450388524190859823924178652759
478 325 0 0 0 0.021000000000000000000000000000000000000 -0.55530494394572192276393593900620208446
478 341 1 1 0 0.40600000000000000000000000000000000000 -0.75823058463965734199643926341721223652
478 391 1 1 0 0.35600000000000000000000000000000000000 -1.6085420064789913444006641181255550877
479 258 2 2 2 0.070000000000000000000000000000000000000 -0.015146930691548032344248351887478517707
481 14 0 2 0 0.52600000000000000000000000000000000000 11.078118409829161158859731482872675818
481 58 1 1 1 0.017000000000000000000000000000000000000 6.0410866843967891656558930847715048029
481 68 1 1 1 0.019000000000000000000000000000000000000 5.4473402005690227301624008638193403026
481 82 1 1 0 0.34800000000000000000000000000000000000 4.7257462432496944319171446007629282730
481 212 0 0 0 0.064000000000000000000000000000000000000 -0.51967740554279046356384883325041682118
481 272 1 1 0 0.51000000000000000000000000000000000000 -0.069093392929056882615334367000708968955
481 304 0 2 0 0.53200000000000000000000000000000000000 -0.31091764746218262410655882163150970847
481 320 1 1 1 0.087000000000000000000000000000000000000 -0.47496088713099303668028401828438752784
481 322 1 1 1 0.026000000000000000000000000000000000000 -0.49728003604712816447947982745071855252
481 352 1 1 1 0.017000000000000000000000000000000000000 -0.88200392947640046822459250604647338032
481 388 0 0 0 0.016000000000000000000000000000000000000 -1.4956015606042229967859220473938290016
481 418 1 1 1 0.018000000000000000000000000000000000000 -2.2182887407555332423849832763348800852
481 422 1 1 1 0.10200000000000000000000000000000000000 -2.3387609417721750463223611177224636319
481 434 1 1 1 0.035000000000000000000000000000000000000 -2.7537282305594628426889047448751424346
482 187 1 1 1 0.078000000000000000000000000000000000000 -0.042788090733951986662439840205477238020
482 203 1 1 0 0.28000000000000000000000000000000000000 -1.5071350182390163177760216308679177003
482 221 1 1 1 0.11800000000000000000000000000000000000 -0.23126737714948553499889443320019294455
482 259 1 1 1 0.022000000000000000000000000000000000000 -0.013451031008112222427831098313074709755
482 265 0 0 0 0.070000000000000000000000000000000000000 -0.033575250057724099829446626829329914115
482 299 1 1 0 0.32700000000000000000000000000000000000 -0.25957345094062615224508220141475920808
482 415 0 0 0 0.022000000000000000000000000000000000000 -2.1087380420262541741520343990369780071
483 76 2 2 2 0.024000000000000000000000000000000000000 5.0383355531293467542096504450764168909
483 296 0 0 0 0.021000000000000000000000000000000000000 -0.22844722905096312914512229032439021022
483 452 1 1 0 0.28000000000000000000000000000000000000 -3.5114851305535399995607543668675170410
484 119 1 1 1 0.027000000000000000000000000000000000000 3.1755913858773441187583590949430718587
484 145 0 0 0 0.020000000000000000000000000000000000000 2.1636863442259514757316960978539951645
484 219 1 1 0 0.24200000000000000000000000000000000000 -0.30547388694039805366665263215417858061
484 323 0 0 0 0.074000000000000000000000000000000000000 -0.48604727305439265851185138879241040599
485 98 2 2 1 0.56000000000000000000000000000000000000 4.0374289761184227296753879523690473081
485 104 0 0 0 0.075000000000000000000000000000000000000 3.7859170821798840699348912302072846705
485 124 0 0 0 0.072000000000000000000000000000000000000 2.9906062206484492113925161044474823039
485 236 1 1 0 0.24500000000000000000000000000000000000 -0.047240155257000850943498581180838890446
485 292 0 0 0 0.066000000000000000000000000000000000000 -0.18630103979242944739073390897131123481
485 394 0 0 0 0.016000000000000000000000000000000000000 -1.5517379212404773574081878123254671901
487 228 1 1 0 0.30500000000000000000000000000000000000 -0.14392343785879260500216402117358802246
487 238 1 1 0 0.36800000000000000000000000000000000000 -0.040298708396066242357366749690184272023
487 266 2 2 1 0.39700000000000000000000000000000000000 -0.026975062153462674493511635339193014493
487 364 0 0 0 0.015000000000000000000000000000000000000 -0.99439937299421965360971936314318442852
487 374 1 1 0 0.37400000000000000000000000000000000000 -1.1535576267884511670544525380779485229
488 51 0 0 0 0.019000000000000000000000000000000000000 6.5648393628349564802519335362212108261
488 65 0 0 0 0.018000000000000000000000000000000000000 5.6713805365038520801241566806190706421
488 133 0 0 0 0.014000000000000000000000000000000000000 2.6744835237051046128242974164985503568
488 143 0 0 0 0.015000000000000000000000000000000000000 2.2888053366757394864342199484592873702
488 147 1 1 1 0.093000000000000000000000000000000000000 2.1321120722169024661434387875005518142
488 201 1 1 0 0.24400000000000000000000000000000000000 -2.3716906930264527217246389815147348757
488 217 1 1 1 0.020000000000000000000000000000000000000 -0.43475067505508907250312694959853668028
488 301 1 1 0 0.42700000000000000000000000000000000000 -0.24474005414230963824758949665026660567
488 303 1 1 0 0.28400000000000000000000000000000000000 -0.26199790874709678839821095558174474355
488 329 0 0 0 0.085000000000000000000000000000000000000 -0.52322213509188682527759239677511719696
488 355 0 0 0 0.018000000000000000000000000000000000000 -0.85195162908667613947735086381988091580
488 411 1 1 0 0.34200000000000000000000000000000000000 -1.8743040239105684104017678927194611145
489 38 1 1 0 0.42300000000000000000000000000000000000 7.6295371094343735729972894698275185033
489 106 1 1 0 0.31200000000000000000000000000000000000 3.7392931773682707806762262093644160617
489 148 1 1 0 0.36000000000000000000000000000000000000 2.1045667036511804306634985722958726261
489 242 1 1 1 0.024000000000000000000000000000000000000 -0.023679314298600913198596094900331444099
489 302 2 2 1 0.47300000000000000000000000000000000000 -0.24800672791572700853534751846583906151
489 424 0 0 0 0.024000000000000000000000000000000000000 -2.1911369185767060438297010040515317644
489 454 1 1 0 0.28600000000000000000000000000000000000 -3.3159525795097185870134990625988602400
490 17 2 2 2 0.026000000000000000000000000000000000000 10.465470611421379096263639402448234226
490 71 1 1 0 0.30600000000000000000000000000000000000 5.3540089019843507773513373241296138845
491 246 1 1 0 0.31500000000000000000000000000000000000 -0.012052310291751986279156452554884874439
491 440 0 0 0 0.014000000000000000000000000000000000000 -2.6426098875631230293616637802008686434
492 89 1 1 0 0.43600000000000000000000000000000000000 4.4899896736100730104164926961939463675
492 157 0 0 0 0.070000000000000000000000000000000000000 1.7806534097235933308469166925420947611
492 239 0 0 0 0.016000000000000000000000000000000000000 -0.050149542225623606322000696451060826641
492 257 1 1 0 0.32500000000000000000000000000000000000 -0.00084124380202975395456602794444077084685
492 271 2 2 1 0.48900000000000000000000000000000000000 -0.035561026592676066449128649713588704582
492 289 1 1 0 0.32500000000000000000000000000000000000 -0.13419753666223818550267010025784319480
492 401 0 0 0 0.080000000000000000000000000000000000000 -1.5785107017187234254995172917560306800
493 18 1 1 1 0.027000000000000000000000000000000000000 10.287184328038326805453536932312000309
493 56 2 2 2 0.031000000000000000000000000000000000000 6.2607590280030655294135578590139032699
493 86 0 0 0 0.023000000000000000000000000000000000000 4.6348577201346853961384569522779622845
493 148 1 3 1 0.48900000000000000000000000000000000000 2.1518563362999759491092325546457186949
493 164 0 0 0 0.069000000000000000000000000000000000000 1.5000337090985002140640002797306161640
493 194 2 2 2 0.023000000000000000000000000000000000000 -0.30165679220687194912453149546880938542
493 196 1 1 1 0.066000000000000000000000000000000000000 -0.52946184095351153703408896996404911428
493 214 0 0 0 0.021000000000000000000000000000000000000 -0.71157521141759621136563991443487621961
493 244 1 1 0 0.34600000000000000000000000000000000000 -0.023585242417707120178723520107110619402
493 278 0 0 0 0.074000000000000000000000000000000000000 -0.065026028006102382382553383845987863837
493 284 1 1 1 0.021000000000000000000000000000000000000 -0.098465646502591800893672043306555961238
493 326 1 1 1 0.11100000000000000000000000000000000000 -0.45374764185910643462592432299409524571
493 368 1 1 1 0.029000000000000000000000000000000000000 -0.98711620046483272092237116410477549019
493 404 0 0 0 0.018000000000000000000000000000000000000 -1.6237902218099981256424503538226155447
493 424 1 1 0 0.28900000000000000000000000000000000000 -2.0961048012471753697688047710279724535
494 17 1 1 1 0.020000000000000000000000000000000000000 10.493853191972046674296831384579202518
494 21 0 0 0 0.018000000000000000000000000000000000000 9.7553327599492644669002957631493707852
494 23 0 0 0 0.073000000000000000000000000000000000000 9.4367360460576388105931294822816995362
494 41 0 2 0 0.52800000000000000000000000000000000000 7.3947983925491105104399165138336652782
494 115 0 0 0 0.014000000000000000000000000000000000000 3.4255006989547205578988161212523705304
494 157 1 1 0 0.25200000000000000000000000000000000000 1.8066514808744158129214991171014456550
494 173 1 1 1 0.022000000000000000000000000000000000000 1.1058360812602970493653053289588064244
494 191 1 1 0 0.21800000000000000000000000000000000000 0.012781795342061056219652686922565971461
494 193 1 1 1 0.22200000000000000000000000000000000000 -0.16387663471327814578407969544925665849
494 203 0 2 0 0.43800000000000000000000000000000000000 -2.0645792921025059409877428250680308755
494 263 0 0 0 0.072000000000000000000000000000000000000 -0.0077460751440590070645118705145337079643
494 287 1 1 1 0.021000000000000000000000000000000000000 -0.11342101916330407566794018566099978832
494 307 2 2 2 0.022000000000000000000000000000000000000 -0.26437136969710508964511884488617551316
494 331 0 0 0 0.071000000000000000000000000000000000000 -0.50054367668260663581728631810074659686
494 353 2 2 2 0.030000000000000000000000000000000000000 -0.76592874889703231554513533698707129650
494 395 1 1 0 0.29900000000000000000000000000000000000 -1.4284866750884140387625760493857618369
494 463 1 1 1 0.021000000000000000000000000000000000000 -3.5517982409130973631719015396269997968
496 133 1 1 1 0.018000000000000000000000000000000000000 2.7567548536531652638092025005212723681
496 309 1 1 1 0.027000000000000000000000000000000000000 -0.27092892994773906115260149305754281971
496 323 1 1 1 0.035000000000000000000000000000000000000 -0.40240592674939809858690104829388604147
496 335 1 1 0 0.33700000000000000000000000000000000000 -0.52999763715322762125274678440472470085
496 377 2 2 2 0.024000000000000000000000000000000000000 -1.0907985033299064681282944617499564122
496 405 1 1 1 0.021000000000000000000000000000000000000 -1.5936323779491941337422393872169588332
496 407 0 0 0 0.016000000000000000000000000000000000000 -1.6351094834520218467915092020453304893
497 52 1 1 0 0.32100000000000000000000000000000000000 6.5606836899675576457265206569605638649
497 86 0 0 0 0.017000000000000000000000000000000000000 4.6668774491163576900245986327914698854
497 106 1 1 1 0.10900000000000000000000000000000000000 3.8090310446497800073002965745340583493
497 166 1 1 0 0.45000000000000000000000000000000000000 1.4712056533244772344903253895113875016
497 206 1 1 0 0.19300000000000000000000000000000000000 -4.2562868603012692782028805902458603095
497 242 0 0 0 0.067000000000000000000000000000000000000 -0.046129673698638950175242481980927349988
497 244 1 1 1 0.021000000000000000000000000000000000000 -0.033659957096998842672280422929502978003
497 282 1 1 1 0.021000000000000000000000000000000000000 -0.074110400962122657900336025222138008863
497 288 2 2 2 0.024000000000000000000000000000000000000 -0.10877979654899075523144781476517746205
497 354 1 1 1 0.067000000000000000000000000000000000000 -0.75102177544829063624550166737388168354
497 358 1 1 0 0.38500000000000000000000000000000000000 -0.80375632544937907640006558975551015165
497 388 1 1 0 0.36100000000000000000000000000000000000 -1.2593872993002480771627908637242135037
497 404 0 0 0 0.085000000000000000000000000000000000000 -1.5567856640855707913531327756368362369
497 458 0 0 0 0.085000000000000000000000000000000000000 -3.1504487141821729656921296376853147005
497 460 0 0 0 0.018000000000000000000000000000000000000 -3.2452269024317370769467686385698288871
498 29 0 0 0 0.017000000000000000000000000000000000000 8.6507850981828977338122650891438235363
498 85 1 1 1 0.088000000000000000000000000000000000000 4.7210190103291207320017232419091932310
498 199 1 1 0 0.21500000000000000000000000000000000000 -0.66169858470483331029517451880541677308
498 233 0 2 0 0.31400000000000000000000000000000000000 -0.14617377323467042762417500644606935816
498 293 1 1 0 0.29800000000000000000000000000000000000 -0.13739601167410712653254596976940550649
499 114 0 0 0 0.020000000000000000000000000000000000000 3.5094810966570881875703917798861251123
499 130 1 1 1 0.051000000000000000000000000000000000000 2.8995414702876426616578855667188016743
499 246 1 1 1 0.019000000000000000000000000000000000000 -0.028232455442449852947303377806861386084
499 282 1 1 0 0.38800000000000000000000000000000000000 -0.068170609033100121304786203153058104042
499 306 0 0 0 0.069000000000000000000000000000000000000 -0.23003096719680018480146265051310217527
499 470 0 0 0 0.070000000000000000000000000000000000000 -3.6890295835257126014660424807149533574
501 74 1 1 0 0.22000000000000000000000000000000000000 5.2810243171390926069097315699206972528
501 178 0 0 0 0.12400000000000000000000000000000000000 0.98190069098767540942917000152945708629
501 202 1 1 0 0.27200000000000000000000000000000000000 -0.94065678687991292446467584307402809345
501 206 2 2 1 0.38200000000000000000000000000000000000 -2.1346577203751846051740292126461362495
501 292 2 2 2 0.036000000000000000000000000000000000000 -0.11930679306652586801895558850837563601
501 316 1 1 1 0.027000000000000000000000000000000000000 -0.30513781620579284700124182852430983541
501 368 0 0 0 0.017000000000000000000000000000000000000 -0.90107967311163025351241874405435283388
501 416 0 0 0 0.016000000000000000000000000000000000000 -1.7394865646011850198742607090388792874
502 51 0 0 0 0.018000000000000000000000000000000000000 6.6674966609210797456702031330852386522
502 253 2 2 2 0.023000000000000000000000000000000000000 -0.0079588300641771866334928430578757641489
502 287 1 3 1 0.48600000000000000000000000000000000000 -0.085891735689702457205057115779796144039
502 341 3 3 3 0.20700000000000000000000000000000000000 -0.55172409011811464181490267258193701129
502 369 1 1 0 0.28500000000000000000000000000000000000 -0.90480961691281431291698692555077287901
502 391 2 2 2 0.13900000000000000000000000000000000000 -1.2440469885324400654959792355490901710
502 411 1 1 0 0.42100000000000000000000000000000000000 -1.6160788442361113216346201096192604317
502 485 0 0 0 0.020000000000000000000000000000000000000 -4.6477494645740573108018032055386875652
503 228 1 1 0 0.38500000000000000000000000000000000000 -0.29452032386659891098168220860828764931
503 286 0 0 0 0.017000000000000000000000000000000000000 -0.077279958586543991928018101955531842321
503 370 0 0 0 0.078000000000000000000000000000000000000 -0.90853262091290796604092454069255953423
503 410 2 2 2 0.030000000000000000000000000000000000000 -1.5792045270330151265872935153531725043
503 470 1 1 0 0.46500000000000000000000000000000000000 -3.4721711958184634274658758738998143793
504 11 1 1 1 0.019000000000000000000000000000000000000 12.080869269209747942711861620217163782
504 163 2 2 2 0.022000000000000000000000000000000000000 1.6931263934658771918027538354106643664
505 146 0 2 0 0.39100000000000000000000000000000000000 2.3631711770873532513538644926317411999
505 218 0 2 0 0.38000000000000000000000000000000000000 -0.80161226289026263306944366143562720271
505 428 0 2 0 0.60100000000000000000000000000000000000 -1.9377785536543645980213503959335962890
505 452 0 0 0 0.019000000000000000000000000000000000000 -2.6237566114955848662093701449244045482
505 484 0 0 0 0.019000000000000000000000000000000000000 -4.2844539075793449465176482311541820388
506 21 1 1 0 0.27900000000000000000000000000000000000 9.8393145541614183018643881582452520064
506 31 1 1 0 0.41400000000000000000000000000000000000 8.4718860862165681989840942530908763600
506 47 3 3 3 0.027000000000000000000000000000000000000 6.9911475055906770676805808838791767068
506 83 0 0 0 0.081000000000000000000000000000000000000 4.8768975923094904876563501887645836747
506 103 0 0 0 0.078000000000000000000000000000000000000 4.0065808271502543278418038611105145305
506 107 1 1 1 0.022000000000000000000000000000000000000 3.8455819077022874310010080146881843213
506 109 1 1 0 0.35200000000000000000000000000000000000 3.7662854898994087129042966474299559718
506 151 1 1 1 0.11300000000000000000000000000000000000 2.1860760973826376817903672418879618977
506 157 0 0 0 0.020000000000000000000000000000000000000 1.9562790012429784475274419058424935929
506 183 2 2 2 0.029000000000000000000000000000000000000 0.81813163702073907462305608652114054776
506 197 1 1 1 0.094000000000000000000000000000000000000 -0.10207014593680241403717380372334079666
506 205 1 1 1 0.096000000000000000000000000000000000000 -1.1274600263657034965469514930246852521
506 229 0 0 0 0.076000000000000000000000000000000000000 -0.30422705142662792735095999730431642336
506 239 0 0 0 0.067000000000000000000000000000000000000 -0.11540051168761627482860399818676208654
506 257 0 0 0 0.072000000000000000000000000000000000000 -0.0039326400454886861391147612095176864010
506 287 0 0 0 0.023000000000000000000000000000000000000 -0.073551730834365632522990221994190534988
506 293 1 1 1 0.063000000000000000000000000000000000000 -0.10747224735968235381439670187055987789
506 313 3 3 3 0.027000000000000000000000000000000000000 -0.25215683265004515859343233075966849262
506 331 0 0 0 0.070000000000000000000000000000000000000 -0.41718818584978405007288664537891653809
506 359 1 1 0 0.16000000000000000000000000000000000000 -0.73314650253349486578301520063997407928
506 373 1 3 1 0.53900000000000000000000000000000000000 -0.91966015804523821414669422564473467539
506 383 1 1 0 0.35500000000000000000000000000000000000 -1.0662064401796361141494273669430222171
506 387 1 1 1 0.037000000000000000000000000000000000000 -1.1282767781822967703627246364802066326
506 395 1 1 1 0.11000000000000000000000000000000000000 -1.2589449302249320862132488191954518664
506 409 0 0 0 0.020000000000000000000000000000000000000 -1.5116098996619889317808747601414331427
506 411 1 1 1 0.028000000000000000000000000000000000000 -1.5505612764550037250398565682925980869
506 443 1 1 0 0.25200000000000000000000000000000000000 -2.3113764807663677164804208937794298477
506 463 0 0 0 0.078000000000000000000000000000000000000 -3.0066531227778531270352520926728575319
506 499 1 1 0 0.35000000000000000000000000000000000000 -6.2201164291709994615656711452062951767
507 158 1 1 0 0.33300000000000000000000000000000000000 1.9295094556707389903657421394594198712
507 206 1 1 0 0.30600000000000000000000000000000000000 -1.2586389976145681071886813836356662819
507 362 0 0 0 0.019000000000000000000000000000000000000 -0.76221754922418859058294477743046470597
508 77 1 1 0 0.43800000000000000000000000000000000000 5.1821845300477719679254430915142143019
508 209 2 2 2 0.071000000000000000000000000000000000000 -2.2083038972091521986480445160981749318
508 213 0 0 0 0.015000000000000000000000000000000000000 -1.7624643855172131546896329746421211363
508 255 0 2 0 0.53100000000000000000000000000000000000 -0.010638089617961185911875860814224315881
508 273 0 0 0 0.018000000000000000000000000000000000000 -0.013524999421052796942033161605355686371
508 291 1 1 0 0.31500000000000000000000000000000000000 -0.089068493925664723146336031825988197012
508 395 0 2 0 0.38100000000000000000000000000000000000 -1.2328277018111801812910349599866435208
508 451 1 1 0 0.46700000000000000000000000000000000000 -2.5018371700043483902646886682586015233
509 140 0 0 0 0.10000000000000000000000000000000000000 2.6275208964930977711445393133298910062
509 308 2 2 1 0.52700000000000000000000000000000000000 -0.19789744711200872704059320793564529032
509 322 0 0 0 0.072000000000000000000000000000000000000 -0.31362794079095316792999222525479894589
509 380 0 0 0 0.019000000000000000000000000000000000000 -0.98794148256695703968735500268327014631
509 418 2 2 2 0.027000000000000000000000000000000000000 -1.6419162986957656602378853786447715502
509 440 2 2 2 0.028000000000000000000000000000000000000 -2.1549846722127346701878675875112759380
509 492 0 0 0 0.078000000000000000000000000000000000000 -4.6722027861175138518479584244953457083
509 506 0 0 0 0.016000000000000000000000000000000000000 -7.7091543617102699337031948151542952194
510 307 0 0 0 0.016000000000000000000000000000000000000 -0.18592068365595960437956003447152824211
511 38 2 2 2 0.022000000000000000000000000000000000000 7.7860638922272587566875405487278506455
511 116 0 0 0 0.076000000000000000000000000000000000000 3.5377243940860034983910346619994229859
511 178 2 2 1 0.52100000000000000000000000000000000000 1.1500070995245112007359834516205471840
511 188 0 0 0 0.084000000000000000000000000000000000000 0.64587837031930653720144102727736947396
511 192 2 2 2 0.022000000000000000000000000000000000000 0.40791892578461391570829432815253971228
511 202 0 0 0 0.013000000000000000000000000000000000000 -0.39739588142624457102776441375836214809
511 212 1 1 0 0.25900000000000000000000000000000000000 -3.4952214228082251857150788016989180533
511 248 1 1 0 0.34300000000000000000000000000000000000 -0.051780199263223569436187882783494475268
511 254 1 1 0 0.30400000000000000000000000000000000000 -0.019034762601826300566628122349504809232
511 302 0 0 0 0.018000000000000000000000000000000000000 -0.14639880485267778994038448140887773641
511 306 0 0 0 0.019000000000000000000000000000000000000 -0.17426552255829563257640228835191953650
511 344 1 1 0 0.41300000000000000000000000000000000000 -0.51775976540602577456268952805336347583
511 358 1 1 0 0.33200000000000000000000000000000000000 -0.67738638158631444298206941001377777816
511 388 1 1 1 0.024000000000000000000000000000000000000 -1.0846647485328066688321479184792849561
511 404 0 2 0 0.51900000000000000000000000000000000000 -1.3462545135639102699446544399484313387
511 412 1 1 0 0.27000000000000000000000000000000000000 -1.4918259441264744544139451293460975384
511 458 1 1 1 0.10600000000000000000000000000000000000 -2.6452667421570589322507728964086907839
511 464 1 1 1 0.11700000000000000000000000000000000000 -2.8634948703034048258255953274338583209
511 478 2 2 2 0.024000000000000000000000000000000000000 -3.5004397726065398205462328949226615759
513 212 0 0 0 0.020000000000000000000000000000000000000 -3.1554998445931266640792103020848046709
513 436 1 1 1 0.087000000000000000000000000000000000000 -1.9668796810023750474834962695609115824
513 488 1 1 1 0.019000000000000000000000000000000000000 -4.0028249606531870001388975629313919092
514 69 1 1 0 0.27400000000000000000000000000000000000 5.6421264543379012076162664190115186635
514 209 1 1 1 0.038000000000000000000000000000000000000 -1.2954385391933265529063985139303162162
514 217 0 0 0 0.022000000000000000000000000000000000000 -1.3977378106076390770687750862170927354
514 235 2 2 2 0.028000000000000000000000000000000000000 -0.24586087146827405735226684144545227933
514 253 0 0 0 0.018000000000000000000000000000000000000 -0.030208252254243201271995283891366175809
514 267 1 1 0 0.36300000000000000000000000000000000000 -0.00012697709821219501925007265516949622684
514 299 1 1 0 0.28800000000000000000000000000000000000 -0.11574707732792541525803208151636660826
514 403 1 1 0 0.39500000000000000000000000000000000000 -1.2883854308733408052999869992934809108
514 473 1 1 0 0.45300000000000000000000000000000000000 -3.1209299318380934843727220516652786304
515 38 1 1 0 0.31200000000000000000000000000000000000 7.8137642646197837703302035920675938278
515 116 0 0 0 0.019000000000000000000000000000000000000 3.5721453430279139836991462577771054531
515 248 1 1 0 0.30800000000000000000000000000000000000 -0.066817840012550933480792888194776264966
515 298 1 1 0 0.40300000000000000000000000000000000000 -0.10621612161513133674056491991152789334
515 374 1 1 0 0.31500000000000000000000000000000000000 -0.84344261805333053860666963327456260072
515 388 1 1 1 0.12100000000000000000000000000000000000 -1.0392324642210258733753257361302457086
515 428 1 1 0 0.37000000000000000000000000000000000000 -1.7474960155486952938858522149552345253
516 11 0 2 0 0.47700000000000000000000000000000000000 12.162775073705826706696407839943314843
516 23 2 2 2 0.024000000000000000000000000000000000000 9.5893870001684983631212973157736724839
516 197 0 0 0 0.015000000000000000000000000000000000000 0.20050850412817221786067476208695310760
516 383 1 1 0 0.29600000000000000000000000000000000000 -0.95630769842603130652667143668369554688
516 397 0 0 0 0.067000000000000000000000000000000000000 -1.1650253534094135057231290905722465149
517 28 0 0 0 0.016000000000000000000000000000000000000 8.9060224738189280424599609780646085853
517 34 0 0 0 0.076000000000000000000000000000000000000 8.2216232791819314993371889432365126120
517 62 1 1 0 0.35000000000000000000000000000000000000 6.0613209967492736524004266200858419981
517 80 1 1 0 0.41700000000000000000000000000000000000 5.1028521951650689833907085025058195763
517 106 1 1 0 0.34200000000000000000000000000000000000 3.9763488292911300743846974136910701495
517 134 1 1 0 0.39900000000000000000000000000000000000 2.9245504626843249496353426032144518524
517 146 1 1 1 0.025000000000000000000000000000000000000 2.4896552385045543275280666259139792472
517 230 1 1 1 0.19000000000000000000000000000000000000 -0.43079697017867382934139582380068173291
517 232 1 1 1 0.023000000000000000000000000000000000000 -0.36180425825547507249342719623829977119
517 244 1 1 0 0.35800000000000000000000000000000000000 -0.11780661343198782477698942213394977146
517 258 0 0 0 0.090000000000000000000000000000000000000 -0.015332260620761457236807809989062217369
517 288 1 1 1 0.025000000000000000000000000000000000000 -0.048731824434841634705433140439217002076
517 314 0 0 0 0.017000000000000000000000000000000000000 -0.20659501186307731347048103876045799052
517 316 1 1 0 0.35800000000000000000000000000000000000 -0.22192016843891375870944919043836097327
517 334 1 1 0 0.35000000000000000000000000000000000000 -0.37688169795564601031165554629160116915
517 380 1 1 0 0.37500000000000000000000000000000000000 -0.90445597891215035190775677039400472806
517 384 1 1 0 0.32100000000000000000000000000000000000 -0.95993529665625181214856079478763471070
518 53 2 2 1 0.46700000000000000000000000000000000000 6.6417841952950702342745129247990598419
518 97 1 1 0 0.31800000000000000000000000000000000000 4.3505064407269188910201931310663409192
518 179 0 2 0 0.34600000000000000000000000000000000000 1.2146044086000980107400656896720094083
518 193 2 2 2 0.080000000000000000000000000000000000000 0.50707073621450957469230841416842349083
518 199 0 2 0 0.45300000000000000000000000000000000000 0.11104922263272000861392432928158691401
518 219 0 0 0 0.014000000000000000000000000000000000000 -1.3400330019282441143253856147976119174
518 223 1 1 0 0.25000000000000000000000000000000000000 -0.85178716384514346138871740297678654616
518 241 1 1 0 0.34300000000000000000000000000000000000 -0.16692588113972516716763452731544814028
518 253 0 0 0 0.066000000000000000000000000000000000000 -0.041210828087980037602252901592140747628
518 257 1 1 0 0.25100000000000000000000000000000000000 -0.020937218756784248612196902177242990683
518 271 0 2 0 0.53900000000000000000000000000000000000 -0.0011483762539937524842794583983810235873
518 299 0 0 0 0.072000000000000000000000000000000000000 -0.10191360003258003606051939987324921976
518 367 0 2 0 0.49100000000000000000000000000000000000 -0.72683292322900620719771745895203332306
518 425 1 1 1 0.022000000000000000000000000000000000000 -1.6340576565375683573239383144932138125
518 431 2 2 2 0.026000000000000000000000000000000000000 -1.7583027065842508889143748856362724305
518 439 1 1 0 0.35500000000000000000000000000000000000 -1.9373606643779022266186712565965788764
518 461 0 0 0 0.077000000000000000000000000000000000000 -2.5374321435451232839345144400039478937
518 463 0 0 0 0.016000000000000000000000000000000000000 -2.6025762962102650996866090836150572798
519 148 1 1 0 0.34200000000000000000000000000000000000 2.4376217870407214964124955998103911731
