# m n lo up gens time_s logN
1832 1271 1 1 0 0.29900000000000000000000000000000000000 25.276592867106152014774764711892786879
1011 298 1 1 0 0.30700000000000000000000000000000000000 22.853836202429389695207911425124068677
1832 1503 1 1 0 0.34500000000000000000000000000000000000 24.865232245244885076454865939304646187
1011 304 1 1 0 0.51200000000000000000000000000000000000 22.239971734608392705669268587617129416
1834 1273 0 0 0 0.23900000000000000000000000000000000000 25.581846188204037785531520589305882365
1011 332 1 1 0 0.56300000000000000000000000000000000000 22.765624073578841194016232015529751227
1834 1279 0 2 0 0.61500000000000000000000000000000000000 25.586013184788424031358781072579778404
1837 526 0 0 0 0.087000000000000000000000000000000000000 24.943198767049697379126330140752558157
1011 338 0 0 0 0.21600000000000000000000000000000000000 21.629579327532878369031674604748148618
1838 451 1 1 1 0.12300000000000000000000000000000000000 24.984381983968615719484001256192504130
1011 362 0 0 0 0.19000000000000000000000000000000000000 22.624380119504186387827713900123969730
1011 376 0 0 0 0.21700000000000000000000000000000000000 22.218732000885890046549530533877195804
1841 116 1 1 0 0.39300000000000000000000000000000000000 23.907643338151767133980127206556698945
1841 794 0 0 0 0.21200000000000000000000000000000000000 24.275695829598973416039110289148691202
1011 446 1 1 0 0.31200000000000000000000000000000000000 22.400818619563222179532274446242276147
1011 452 1 1 1 0.072000000000000000000000000000000000000 22.492849072421260896677412685574584165
1841 898 0 2 0 0.60400000000000000000000000000000000000 24.958942440801501194968406215753357393
1011 458 1 3 0 0.59100000000000000000000000000000000000 22.570324554481363771828722413687491317
1011 484 0 0 0 0.22000000000000000000000000000000000000 21.771282155741800831733846287680052351
1841 1448 0 2 0 0.53300000000000000000000000000000000000 25.362615959928478737938071672003050133
1011 514 1 1 0 0.33000000000000000000000000000000000000 22.299242746930828956623490760982322387
1011 518 2 2 2 0.098000000000000000000000000000000000000 23.018620146888507140750369908548297198
1841 1522 1 1 0 0.45300000000000000000000000000000000000 25.657738330649973792014020806694213390
1011 530 1 1 0 0.31000000000000000000000000000000000000 23.075405341161465398458734472272450130
1843 446 1 1 0 0.35600000000000000000000000000000000000 24.995057975135378573309836659319544363
1011 536 0 2 0 0.48700000000000000000000000000000000000 22.101595479319292637078139763814662210
1011 542 0 0 0 0.11600000000000000000000000000000000000 23.126492993561846136645052776985774525
1011 584 2 2 2 0.089000000000000000000000000000000000000 22.971033437628112791754622638627130519
1843 1094 1 1 0 0.50300000000000000000000000000000000000 25.403631074902276129043747848980167093
1844 1313 0 0 0 0.074000000000000000000000000000000000000 25.144912978389358637767950220871110096
1011 604 0 0 0 0.20700000000000000000000000000000000000 23.327623747528570981702593062890760691
1011 622 0 0 0 0.19300000000000000000000000000000000000 22.526584158087715474383040296457575528
1844 1375 1 1 0 0.33600000000000000000000000000000000000 24.253867466864151213139284694083329484
1846 317 0 0 0 0.24100000000000000000000000000000000000 24.966546068334880680548764501328428924
1011 692 2 2 1 0.46600000000000000000000000000000000000 23.499646386623619321065277561654598800
1846 431 2 2 2 0.17300000000000000000000000000000000000 24.525486596752244657535231561788156526
1011 752 1 1 1 0.26100000000000000000000000000000000000 22.960384951293098959106247402641913136
1846 1213 1 1 0 0.28700000000000000000000000000000000000 25.548408868065168423739331662313535347
1011 758 0 0 0 0.18700000000000000000000000000000000000 23.566432381140876130931060104794335150
1011 782 0 0 0 0.045000000000000000000000000000000000000 21.887804667718170103284910186802727358
1011 802 0 0 0 0.066000000000000000000000000000000000000 22.736869110687537306146731702195750587
1852 667 1 1 0 0.43400000000000000000000000000000000000 24.713865144836592733395583689009360178
1011 808 1 1 0 0.24900000000000000000000000000000000000 23.281044725586021030434257846846826482
1011 818 0 0 0 0.046000000000000000000000000000000000000 21.890872218555290191871919064592053407
1011 934 1 1 0 0.26500000000000000000000000000000000000 23.398994626793447664283086720244301575
1853 1244 0 2 0 0.44300000000000000000000000000000000000 25.585130401816840044229141941827502459
1012 25 2 2 1 0.45600000000000000000000000000000000000 21.432345513836505789113716961413067878
1853 1384 1 1 0 0.40500000000000000000000000000000000000 25.368531125429789637111993877756421346
1012 31 3 3 3 0.12100000000000000000000000000000000000 21.746614690017319050951943419415836860
1012 43 0 0 0 0.19200000000000000000000000000000000000 21.518090506069087198238398357828347051
1012 49 1 1 0 0.27100000000000000000000000000000000000 21.096041119783419435935600897515321731
1012 53 0 0 0 0.065000000000000000000000000000000000000 22.451113470629772770530113578890503948
1012 61 1 1 1 0.067000000000000000000000000000000000000 22.509416307018246977711197628365320196
1853 1424 0 2 0 0.68300000000000000000000000000000000000 25.079092616052315916443672785596734250
1012 67 1 1 1 0.062000000000000000000000000000000000000 21.593592282278649942643611476294349789
1854 83 0 0 0 0.058000000000000000000000000000000000000 24.011571358654425770853655015625126561
1854 1513 0 0 0 0.066000000000000000000000000000000000000 25.209170760085923308418978090322824528
1012 81 1 1 1 0.20400000000000000000000000000000000000 20.347461473339180900250241000254430787
1012 101 0 0 0 0.041000000000000000000000000000000000000 22.708490605779073304148267835592512817
1856 393 1 1 0 0.39500000000000000000000000000000000000 23.814465960615587763355303987979939185
1012 107 2 2 1 0.47000000000000000000000000000000000000 21.884542083000234506394866962548414525
1856 1037 1 1 0 0.40900000000000000000000000000000000000 23.640673171277843555278093782959513462
1012 109 1 1 1 0.28100000000000000000000000000000000000 22.736322403182539607744623764894988381
1012 119 0 0 0 0.19300000000000000000000000000000000000 22.767211013143063195819414361515288803
1012 127 0 0 0 0.051000000000000000000000000000000000000 22.789154239513454900048468527959109244
1857 86 1 1 0 0.40400000000000000000000000000000000000 24.508596417240964102549152768287276532
1012 151 0 0 0 0.25500000000000000000000000000000000000 22.842408816451303900485781109483165659
1858 1397 0 0 0 0.26700000000000000000000000000000000000 25.682115837096614233408717267327564476
1012 179 2 2 2 0.074000000000000000000000000000000000000 22.039416378441573727084913274126110836
1012 181 1 1 0 0.20600000000000000000000000000000000000 22.886790130182688649755183871340519523
1861 988 1 1 0 0.42400000000000000000000000000000000000 24.747562518156245935058462009719982225
1861 1562 0 0 0 0.075000000000000000000000000000000000000 25.687717916748321271574118944302036300
1012 185 2 2 1 0.38700000000000000000000000000000000000 22.413942550035869896904546489163372640
1012 197 1 1 1 0.081000000000000000000000000000000000000 22.901703752583504295598527856449370773
1012 199 1 1 1 0.061000000000000000000000000000000000000 22.903163698977426625668936705507230448
1862 257 1 1 0 0.38500000000000000000000000000000000000 24.092772491256653970459182414633789685
1864 415 0 0 0 0.072000000000000000000000000000000000000 24.258127157294649310894939974232296804
1012 211 1 1 0 0.31000000000000000000000000000000000000 22.432946821480809172261171885035631877
1864 1633 0 0 0 0.20900000000000000000000000000000000000 25.349889047865777742792976203832182901
1012 213 1 1 0 0.35500000000000000000000000000000000000 21.366842651116539475306949902416446981
1012 221 0 0 0 0.065000000000000000000000000000000000000 22.436279137236354306019751666342974493
1865 1348 1 1 0 0.41300000000000000000000000000000000000 24.718101809336151733221545548757378203
1012 223 4 4 4 0.10500000000000000000000000000000000000 22.913801899599184746698825556665642914
1012 233 1 1 0 0.38400000000000000000000000000000000000 22.914470564125111009059803128999149627
1867 1496 1 1 0 0.39700000000000000000000000000000000000 25.412103648293315921229194296263568355
1012 241 2 2 2 0.10300000000000000000000000000000000000 22.913373025627666182625662116176191584
1012 257 1 1 0 0.33600000000000000000000000000000000000 21.952403133432772549467142640545865408
1012 263 0 0 0 0.070000000000000000000000000000000000000 22.203517276631332219241547084257867312
1867 1526 1 1 0 0.64300000000000000000000000000000000000 25.233057736463971120462261820678121474
1012 281 0 0 0 0.19000000000000000000000000000000000000 22.884172284075012985244011117484645005
1868 695 1 1 0 0.25800000000000000000000000000000000000 24.651448311114367120109267943798823161
1012 283 0 0 0 0.22200000000000000000000000000000000000 20.495951422137182980083471577927438613
1012 301 4 4 4 0.11500000000000000000000000000000000000 22.375002817461770489635917671672578769
1868 869 0 0 0 0.23500000000000000000000000000000000000 23.878269279395548408737871906424976583
1012 321 1 1 0 0.29000000000000000000000000000000000000 22.804694817105477184666768648855877107
1012 323 0 0 0 0.093000000000000000000000000000000000000 22.798923249667520034272977577406133099
1868 1333 1 1 0 0.37300000000000000000000000000000000000 25.668635484003436329185666415417242171
1012 337 1 1 0 0.35600000000000000000000000000000000000 20.253770972759726522938041702561565105
1012 347 3 3 3 0.12600000000000000000000000000000000000 22.233236976613274884229745324021451258
1868 1351 0 2 0 0.47200000000000000000000000000000000000 25.678353661352542242432166931216348256
1012 361 2 2 1 0.43600000000000000000000000000000000000 21.357482918705810203791779816937765587
1874 973 0 2 0 0.51100000000000000000000000000000000000 25.196282275813397104466571767745402768
1012 367 1 1 0 0.43600000000000000000000000000000000000 22.597003881009362869909630632400703032
1874 1133 1 1 0 0.31500000000000000000000000000000000000 25.490123916840033639973914380999685279
1012 389 0 0 0 0.25600000000000000000000000000000000000 22.387076060872838408212192215074281564
1876 137 1 1 0 0.45900000000000000000000000000000000000 24.731886984928888213132763095778998034
1876 907 0 0 0 0.079000000000000000000000000000000000000 23.953581334959380754352414127768230598
1012 401 1 1 0 0.35000000000000000000000000000000000000 20.858915340951689857346840608281918435
1012 403 0 0 0 0.052000000000000000000000000000000000000 22.132819965881534042058602099216963128
1012 413 1 1 0 0.34500000000000000000000000000000000000 21.027191574212074475099802898535080789
1012 423 2 2 2 0.086000000000000000000000000000000000000 21.050033042368708498030885480792672441
1877 532 1 1 0 0.53500000000000000000000000000000000000 25.022469981856251802668593076042347996
1012 431 1 1 1 0.072000000000000000000000000000000000000 22.026231430082512966705107339639103649
1012 439 0 0 0 0.057000000000000000000000000000000000000 22.258690139046442505601117104600305632
1877 792 2 2 2 0.28900000000000000000000000000000000000 23.211549420064286021775732740810181969
1879 682 2 2 2 0.10100000000000000000000000000000000000 24.267643003569042485919273680802395052
1012 445 0 0 0 0.35800000000000000000000000000000000000 20.947942886878228999253422586598030096
1012 457 0 0 0 0.20700000000000000000000000000000000000 22.556096105848510584799633941495437102
1012 461 0 0 0 0.063000000000000000000000000000000000000 22.603288647735289274315654058797679492
1882 989 1 1 0 0.34700000000000000000000000000000000000 24.762957117140100940888253353706686037
1882 1363 1 1 1 0.099000000000000000000000000000000000000 25.705238285211645222956706955781767565
1012 479 0 2 0 0.47600000000000000000000000000000000000 22.773762490599594886650961388061444147
1883 526 1 1 0 0.38300000000000000000000000000000000000 25.039324714967365188724641121820074406
1012 485 1 1 1 0.27300000000000000000000000000000000000 20.177499594487262949205489778435948584
1883 1186 1 1 0 0.40300000000000000000000000000000000000 25.087791516395600595331349629468871543
1012 491 0 0 0 0.25600000000000000000000000000000000000 22.385265310112256155351901302505854916
1012 497 0 0 0 0.062000000000000000000000000000000000000 22.901612795464450437357376309292921796
1883 1648 0 2 0 0.59100000000000000000000000000000000000 25.085524749302940263490030455738452558
1012 501 1 1 0 0.46400000000000000000000000000000000000 22.926215752922786657674867125468031414
1885 688 1 1 1 0.31600000000000000000000000000000000000 23.661828722620082778653606632801583379
1012 515 2 2 1 0.36300000000000000000000000000000000000 20.825219881803987501016249687633137324
1012 521 0 0 0 0.065000000000000000000000000000000000000 23.034340461671299148987944016426603113
1886 157 1 1 0 0.44300000000000000000000000000000000000 24.325098582095631640114831942623961318
1012 523 1 1 0 0.33800000000000000000000000000000000000 23.044009976519903117818491179358068325
1012 527 1 1 1 0.13700000000000000000000000000000000000 21.631456705395761076015798450673705417
1012 543 1 1 0 0.33100000000000000000000000000000000000 23.131800368390213986692920726263669486
1886 191 0 2 0 0.63500000000000000000000000000000000000 24.876783955038814622319024385223381577
1886 983 0 0 0 0.20400000000000000000000000000000000000 25.227845241888954378779527988691582326
1012 569 0 2 0 0.45600000000000000000000000000000000000 23.226687857284754755903500868952258678
1012 577 0 0 0 0.27000000000000000000000000000000000000 23.252417699283475638727989512258842597
1888 679 1 1 0 0.44900000000000000000000000000000000000 23.881059489521988080318743737359167072
1012 587 1 1 1 0.10300000000000000000000000000000000000 22.583656582697274422605057813408340323
1012 619 1 1 1 0.27500000000000000000000000000000000000 23.366692022641677196461668581136495664
1888 1679 1 1 0 0.47200000000000000000000000000000000000 24.767500493802738485063155549269531906
1012 631 0 0 0 0.22100000000000000000000000000000000000 22.548800527345678442208746103949228190
1012 633 0 0 0 0.065000000000000000000000000000000000000 23.398226109225960954971876769094204194
1891 188 1 1 0 0.44900000000000000000000000000000000000 23.924906529183906525682277607516150734
1891 902 1 1 1 0.098000000000000000000000000000000000000 24.129881540578952563497184769796400771
1012 641 1 1 0 0.47000000000000000000000000000000000000 23.414968688168317545241774930073818580
1891 958 1 1 0 0.35500000000000000000000000000000000000 25.164193669382525101225830967514919616
1012 647 1 1 1 0.39200000000000000000000000000000000000 23.426945454405317486041815482429407883
1891 1282 0 2 0 0.55100000000000000000000000000000000000 25.665735437038623313750765733952135554
1012 661 2 2 1 0.45900000000000000000000000000000000000 22.498795167452740351555688741855249409
1012 679 0 0 0 0.051000000000000000000000000000000000000 23.005830143104804030404506874734747945
1891 1398 0 0 0 0.086000000000000000000000000000000000000 25.734640558563131936349190684660184515
1012 689 2 2 2 0.063000000000000000000000000000000000000 21.589393439120159572688867332582462298
1891 1504 1 1 1 0.083000000000000000000000000000000000000 24.377375434806768351871989405471248946
1012 691 1 1 1 0.076000000000000000000000000000000000000 23.500722322601802833128716101316007812
1891 1772 0 0 0 0.064000000000000000000000000000000000000 25.036917156383650844208365369991171394
1012 699 0 2 0 0.48700000000000000000000000000000000000 23.511631671319468862232858755711535031
1892 1153 1 1 0 0.52600000000000000000000000000000000000 25.535201511450261698907939079458060618
1012 703 1 1 1 0.11600000000000000000000000000000000000 21.826612507702856179442254275422729883
1012 725 1 1 0 0.29900000000000000000000000000000000000 22.365915038919850018429151682756812845
1012 727 0 0 0 0.078000000000000000000000000000000000000 23.544023139869084950409989211745159718
1892 1447 1 1 0 0.43700000000000000000000000000000000000 25.274833973468476601031178835096488876
1012 731 0 2 0 0.40500000000000000000000000000000000000 23.547919773159622568920675236950744696
1893 1442 2 2 1 0.57300000000000000000000000000000000000 25.752368045524886833272557541789586559
1012 733 0 2 0 0.51300000000000000000000000000000000000 23.072678209335051907929817705536785450
1894 215 1 1 0 0.39800000000000000000000000000000000000 24.932566849554352810785855577499391657
1012 739 0 0 0 0.20500000000000000000000000000000000000 23.555163193804583856856848300665204157
1012 751 0 0 0 0.11700000000000000000000000000000000000 23.087520944193437278418399791530582758
1894 893 1 1 0 0.44500000000000000000000000000000000000 24.936210795119450046009934787663956893
1012 757 1 1 0 0.40300000000000000000000000000000000000 23.568749740285728605713071482182449380
1012 763 0 0 0 0.20900000000000000000000000000000000000 22.873459139928364246690983906169169464
1012 773 0 0 0 0.042000000000000000000000000000000000000 23.577592036896176726278586733218633989
1894 1179 0 2 0 0.64400000000000000000000000000000000000 25.092104168196815503686202011115520278
1012 809 1 1 0 0.58500000000000000000000000000000000000 23.585504136043411870717435482829603083
1894 1761 1 1 0 0.45700000000000000000000000000000000000 25.554874522114694400015822690638630233
1012 829 1 1 0 0.42800000000000000000000000000000000000 23.581868163092945599364213314487127441
1897 554 0 2 0 0.52900000000000000000000000000000000000 25.045322832707624756805181102766960478
1897 1048 0 0 0 0.093000000000000000000000000000000000000 25.074725981618305629751319357186663392
1012 857 1 1 0 0.33600000000000000000000000000000000000 23.565168950936392870202937007137535912
1012 871 1 1 1 0.065000000000000000000000000000000000000 23.550731323965515773588510815226762798
1897 1184 0 0 0 0.26800000000000000000000000000000000000 24.675279263355375256446931451250528539
1901 1120 1 1 1 0.089000000000000000000000000000000000000 24.596073262532626042317471924786343391
1903 244 2 2 2 0.14400000000000000000000000000000000000 24.990260659343281561581511358010266161
1012 893 1 1 0 0.42700000000000000000000000000000000000 23.517681600445077044206275418240115357
1012 899 1 1 1 0.23500000000000000000000000000000000000 22.660931444337069538770884787499904576
1012 907 2 2 2 0.10000000000000000000000000000000000000 23.488393781211247394107081675743257300
1903 1084 0 2 0 0.51000000000000000000000000000000000000 24.967678743139051521042837196593665326
1012 921 1 1 0 0.47600000000000000000000000000000000000 23.450739204222367895959219579614023837
1012 949 1 1 1 0.092000000000000000000000000000000000000 22.861266666996507863276662917560498177
1903 1118 0 2 0 0.49200000000000000000000000000000000000 25.498155260345975789061135566456564834
1012 971 1 1 0 0.34300000000000000000000000000000000000 22.342493861841515724146266504401702502
1903 1126 2 2 2 0.47200000000000000000000000000000000000 25.509788258093739939866060967953701871
1903 1156 0 0 0 0.10300000000000000000000000000000000000 23.843026698973214078274035583108822397
1013 2 0 2 0 0.38500000000000000000000000000000000000 21.039254267267281329782599227610566071
1903 1574 0 0 0 0.20600000000000000000000000000000000000 25.772629463080624779785755268283179440
1906 1169 0 0 0 0.074000000000000000000000000000000000000 24.871215814404214417123140168642008314
1906 1477 1 1 0 0.40400000000000000000000000000000000000 25.781440117140341002016884936843950976
1013 10 1 3 1 0.57000000000000000000000000000000000000 21.737939796176664679217330520961107780
1906 1691 0 0 0 0.25100000000000000000000000000000000000 25.707911987663682056352874491152401155
1907 1008 0 0 0 0.095000000000000000000000000000000000000 24.220328795023470543376090910934021029
1013 14 1 1 0 0.40500000000000000000000000000000000000 20.929540713809097244155448839896627551
1908 829 1 1 0 0.31900000000000000000000000000000000000 24.000511563780440100941564595005332721
1013 24 1 1 1 0.27700000000000000000000000000000000000 21.815708548172376067301786808880658705
1013 26 0 0 0 0.23800000000000000000000000000000000000 22.151203489837069674887984124686665180
1013 28 0 0 0 0.26300000000000000000000000000000000000 22.183067076769774500156671185311881339
1013 32 1 1 1 0.083000000000000000000000000000000000000 20.860133626021403563420101362247662715
1908 1237 1 1 0 0.64500000000000000000000000000000000000 25.170261022326575773435604213180063915
1013 34 1 1 1 0.080000000000000000000000000000000000000 20.415022313608846488823132459717274709
1013 44 1 1 0 0.30500000000000000000000000000000000000 19.390499610087273819126790902550768910
1909 292 1 1 0 0.43600000000000000000000000000000000000 24.209197524092733783990380134024034321
1909 808 3 3 3 0.12300000000000000000000000000000000000 23.816614826874095677225809924979736109
1013 56 1 1 0 0.31600000000000000000000000000000000000 22.176031830638704370825057524431490954
1909 904 1 1 1 0.48500000000000000000000000000000000000 23.834478342517310600320212532531583585
1909 1510 0 0 0 0.072000000000000000000000000000000000000 25.790226752451876502953407032511261479
1013 64 0 2 0 0.46700000000000000000000000000000000000 21.328038617210821103198920825566711713
1013 74 0 0 0 0.054000000000000000000000000000000000000 22.591024091989065965993249379618614333
1909 1622 0 0 0 0.20000000000000000000000000000000000000 25.767591654945511310957414135227359861
1013 82 1 1 0 0.39900000000000000000000000000000000000 21.786697189743949611075074292099569258
1910 503 1 1 0 0.32200000000000000000000000000000000000 25.106441509239873437272238396790712788
1013 86 0 0 0 0.062000000000000000000000000000000000000 22.173296473960635747929592480199753578
1910 1009 1 1 0 0.33400000000000000000000000000000000000 23.406005550046643866363016111115510493
1910 1643 0 0 0 0.063000000000000000000000000000000000000 25.758112249389102379228842730163855571
1013 92 1 1 0 0.40300000000000000000000000000000000000 22.676415231627558225171185923347083962
1013 96 1 1 0 0.30100000000000000000000000000000000000 21.789479914613182544521815953345285494
1912 671 1 1 0 0.36500000000000000000000000000000000000 24.102114827661592098647910593292822867
1914 907 0 0 0 0.082000000000000000000000000000000000000 24.992370593673360411124306563590528079
1013 98 2 2 1 0.47800000000000000000000000000000000000 20.493493798851950527996463552866506670
1915 316 0 2 0 0.47700000000000000000000000000000000000 25.084764120635767711560967682569349375
1013 100 1 1 0 0.25800000000000000000000000000000000000 22.008891178420210177777091407951398296
1915 956 0 0 0 0.19100000000000000000000000000000000000 24.689685435440894182895451339823241664
1013 108 0 2 0 0.36100000000000000000000000000000000000 21.781835917494935694947424971170844401
1916 989 0 2 0 0.41000000000000000000000000000000000000 24.781600084941916005986592656729493159
1013 122 0 0 0 0.18000000000000000000000000000000000000 21.347445051063655106154146739099972995
1916 1561 1 1 0 0.32800000000000000000000000000000000000 25.800960597092754304467522346353642280
1013 128 0 2 0 0.39600000000000000000000000000000000000 21.289694461818732595398330451356356717
1916 1703 1 1 0 0.24400000000000000000000000000000000000 25.722726419418900502763366202478535606
1013 138 1 1 0 0.41700000000000000000000000000000000000 21.420938677775527541119935421267113380
1918 191 1 1 0 0.38200000000000000000000000000000000000 24.929019270709796760304455079283979111
1013 142 1 1 0 0.33900000000000000000000000000000000000 22.827614230712891703540701786899000623
1918 1049 1 1 0 0.32000000000000000000000000000000000000 25.393686274028448508863818785023557495
1013 152 0 0 0 0.049000000000000000000000000000000000000 22.546385852788937436674605439848098663
1013 164 0 0 0 0.044000000000000000000000000000000000000 22.867592383626904810844680631453979087
1013 166 1 1 1 0.19400000000000000000000000000000000000 21.352081768893148673773867590881975979
1918 1151 1 3 0 0.54600000000000000000000000000000000000 25.082243585988771380683943014027368320
1013 170 0 0 0 0.32600000000000000000000000000000000000 21.762361940413966904524242797082016091
1013 176 0 0 0 0.057000000000000000000000000000000000000 20.482741847212168464744140902126770730
1013 184 1 1 0 0.29800000000000000000000000000000000000 22.115119855917037933507545634499391373
1013 194 1 1 1 0.068000000000000000000000000000000000000 22.425499934917392431616789904827795137
1919 382 0 2 0 0.47000000000000000000000000000000000000 22.921161652829351800658398198457861079
1013 196 1 1 0 0.28100000000000000000000000000000000000 22.059123615422390904884634146637430514
1921 158 1 1 0 0.29000000000000000000000000000000000000 23.907153517332105531052676821941464580
1013 198 1 1 1 0.19300000000000000000000000000000000000 22.428611929079140010673393057567745071
1921 848 1 1 0 0.33000000000000000000000000000000000000 24.033883664313715753967464615489330774
1922 1159 1 1 1 0.071000000000000000000000000000000000000 24.082680095520215208726675387180303423
1922 1441 0 0 0 0.076000000000000000000000000000000000000 24.307080328596721722116964275653457239
1924 613 1 1 1 0.091000000000000000000000000000000000000 25.032784918279203200817793814307882435
1013 208 0 2 0 0.43700000000000000000000000000000000000 22.309905694087443586179363541834227654
1013 214 1 1 0 0.28500000000000000000000000000000000000 21.423288584591494267402124271560747805
1926 419 0 2 0 0.35600000000000000000000000000000000000 24.671890225950293711002947796433974490
1013 226 0 0 0 0.13800000000000000000000000000000000000 22.917643513736721588993685829750963493
1927 166 1 1 0 0.25400000000000000000000000000000000000 24.890259604802938989263569009117273075
1013 232 1 1 0 0.32200000000000000000000000000000000000 22.616911030752122557773614792694271255
1927 262 1 1 0 0.33300000000000000000000000000000000000 24.575328773983237968269783187469909765
1013 242 1 1 0 0.42500000000000000000000000000000000000 21.030132299542604124082649059235495087
1927 296 1 1 0 0.32800000000000000000000000000000000000 24.309898911900688276632029368364581373
1013 244 1 1 0 0.38300000000000000000000000000000000000 22.916082103078463623304328938186805670
1927 418 0 2 0 0.53100000000000000000000000000000000000 25.150655996563236962331457217166269191
1013 252 1 1 0 0.27800000000000000000000000000000000000 22.435847634600676705148365428282626289
1013 254 0 0 0 0.17000000000000000000000000000000000000 22.911948654773093397349237589346259997
1927 856 1 1 0 0.30400000000000000000000000000000000000 22.872032722494941340636891114329764357
1927 1234 1 1 1 0.091000000000000000000000000000000000000 25.189495602286450859792357522887656652
1927 1588 0 0 0 0.081000000000000000000000000000000000000 24.127372391059258018126781928705921551
1013 266 0 2 0 0.32700000000000000000000000000000000000 22.426589080219877583647648872148940332
1013 268 0 0 0 0.18100000000000000000000000000000000000 22.901972248186158271528442931733149219
1928 949 1 1 0 0.30900000000000000000000000000000000000 24.847042178664055403014755293044465650
1013 272 1 1 0 0.37400000000000000000000000000000000000 22.296109670503468919792658278833524237
1928 1411 0 2 0 0.47200000000000000000000000000000000000 25.017808510312710431643822496587830244
1928 1813 0 0 0 0.057000000000000000000000000000000000000 24.417454190932775726090889299894546176
1013 274 1 1 0 0.33400000000000000000000000000000000000 21.573882434857600962988462077988509800
1013 278 1 1 0 0.22300000000000000000000000000000000000 22.046525252677976747824742000070369252
1929 326 1 1 0 0.39500000000000000000000000000000000000 25.115719426905596707997933744569434523
1930 1447 1 1 0 0.34900000000000000000000000000000000000 25.812874113558693047625409468350577770
1931 204 0 0 0 0.056000000000000000000000000000000000000 24.974157728941563395105947061135529908
1013 286 0 2 0 0.48100000000000000000000000000000000000 22.881237476623759953223200544379812222
1013 296 2 2 2 0.066000000000000000000000000000000000000 22.564343070325374305830658655364526804
1013 298 3 3 3 0.093000000000000000000000000000000000000 22.861787103913076622343513989510110982
1933 1034 1 1 0 0.32300000000000000000000000000000000000 25.373473142980592171170632106275068638
1013 316 0 0 0 0.20100000000000000000000000000000000000 22.822476034259280880858359210693856748
1013 320 0 0 0 0.065000000000000000000000000000000000000 21.130569903626634592431075640231982641
1933 1686 0 0 0 0.20100000000000000000000000000000000000 25.783338002609260909397106869702579940
1013 324 1 1 0 0.26800000000000000000000000000000000000 21.368980037542314516441864042819456069
1934 1003 0 2 0 0.44100000000000000000000000000000000000 24.457846922612377089151144339384180823
1013 326 1 1 0 0.41900000000000000000000000000000000000 22.794291298624975460688410797191834651
1936 893 2 2 1 0.47800000000000000000000000000000000000 23.274987074999324427816783564415789996
1013 334 0 0 0 0.33500000000000000000000000000000000000 22.767761909824597759630871684420958467
1936 1403 1 1 1 0.070000000000000000000000000000000000000 23.683382098323971237778046049520866274
1013 346 0 0 0 0.15000000000000000000000000000000000000 20.552541649650049730726819264192826746
1937 226 1 1 0 0.26800000000000000000000000000000000000 25.020115359153665019442911195953046417
1013 350 0 0 0 0.16200000000000000000000000000000000000 22.002332687780300602242968832083975645
1013 364 1 1 1 0.25900000000000000000000000000000000000 21.191692197613342315392749961624766758
1013 374 0 0 0 0.052000000000000000000000000000000000000 22.072949686476670869145093206235454894
1937 856 2 2 2 0.41300000000000000000000000000000000000 23.526740735004375467854016767650634378
1939 764 1 1 0 0.27300000000000000000000000000000000000 23.789494184177681358090254409923724348
1013 380 1 1 0 0.41700000000000000000000000000000000000 22.496423023891374241651738015789208870
1013 382 0 0 0 0.050000000000000000000000000000000000000 21.999293476247304431440843987712939357
1939 778 1 1 0 0.23800000000000000000000000000000000000 23.350437119754788043386255687848026283
1013 384 1 1 0 0.27000000000000000000000000000000000000 20.950005355573422663289979985765544623
1013 386 1 1 0 0.30300000000000000000000000000000000000 22.432502556959686695067626823440824539
1939 982 1 1 0 0.48700000000000000000000000000000000000 25.250406358313652804070997605078755840
1013 392 0 0 0 0.27300000000000000000000000000000000000 20.253953410880138380237772769624458667
1939 1614 0 2 0 0.70000000000000000000000000000000000000 25.135943662059265859183540913206019446
1013 394 1 1 0 0.56200000000000000000000000000000000000 22.324031504012222154838599692077127519
1013 398 0 0 0 0.24400000000000000000000000000000000000 22.254938019040831815764107242921734399
1940 587 0 2 0 0.57000000000000000000000000000000000000 23.823639194833693857165633995735751258
1013 402 1 1 0 0.33500000000000000000000000000000000000 22.170608648695473123413294062014614960
1942 1391 2 2 2 0.12300000000000000000000000000000000000 25.806420414371232572411777851550181155
1013 404 0 2 0 0.42100000000000000000000000000000000000 22.120495718033037389139998532957409276
1942 1529 0 2 0 0.55800000000000000000000000000000000000 25.849331762690570126575780185219184505
1013 418 0 0 0 0.17600000000000000000000000000000000000 20.192268467939017342663533744990329272
1013 422 1 1 1 0.19400000000000000000000000000000000000 21.327590549300673443215037044451847978
1942 1781 2 2 2 0.27100000000000000000000000000000000000 25.692215151462753564130203557640056104
1943 964 3 3 3 0.10000000000000000000000000000000000000 24.721962629932803449941022719015240291
1013 424 1 1 0 0.26900000000000000000000000000000000000 21.291755696504195277494516913395703007
1945 92 0 0 0 0.18700000000000000000000000000000000000 24.678354979994605098827258141341595747
1013 430 1 1 0 0.26300000000000000000000000000000000000 21.972431370198241200352324792660443491
1013 434 0 0 0 0.13400000000000000000000000000000000000 22.117755611241075965067609040864332788
1945 904 0 2 0 0.42200000000000000000000000000000000000 24.667860266952212464663273237783020121
1013 436 0 0 0 0.16900000000000000000000000000000000000 21.699089363372159339481034149848373974
