# m n lo up gens time_s logN
1102 479 0 2 0 0.29500000000000000000000000000000000000 22.574426583289879801553976742779429738
1108 583 1 1 0 0.26500000000000000000000000000000000000 22.703454354970875488776658287861307158
1004 487 1 1 0 0.29700000000000000000000000000000000000 22.833999991282346494537084576476149085
1004 491 1 1 0 0.35500000000000000000000000000000000000 21.906479464558485774757578297859337152
1108 913 2 2 1 0.52900000000000000000000000000000000000 23.894863767446441050629391820017906463
1109 438 0 0 0 0.042000000000000000000000000000000000000 22.527848680777773723579309649335750740
1004 493 0 0 0 0.20400000000000000000000000000000000000 22.873586554387858839920827095002498338
1112 295 1 1 0 0.22300000000000000000000000000000000000 22.924237743304231235399358566045334490
1004 497 1 1 0 0.26300000000000000000000000000000000000 21.784458583153973140434470416367980178
1118 359 2 2 2 0.074000000000000000000000000000000000000 23.139143560117917956084819878671896588
1004 509 2 2 2 0.061000000000000000000000000000000000000 21.644247144496167188549906700029271275
1133 316 0 0 0 0.12600000000000000000000000000000000000 22.797823276663538819513117139104420906
1004 511 1 1 0 0.24500000000000000000000000000000000000 22.976993266186809802306221604155456843
1135 526 2 2 1 0.38600000000000000000000000000000000000 23.084653036222436287769041898639915763
1004 523 1 1 0 0.31100000000000000000000000000000000000 23.036018140984827547258277076777070233
1138 511 0 0 0 0.17400000000000000000000000000000000000 22.930813287402476453962626339898290777
1144 241 0 0 0 0.052000000000000000000000000000000000000 23.035921181013055670814920227091709146
1004 531 1 1 0 0.22500000000000000000000000000000000000 22.594783308865562584874698736528564135
1147 596 1 1 0 0.35000000000000000000000000000000000000 23.492554226582160737229374019729167349
1004 535 0 2 0 0.38600000000000000000000000000000000000 21.657574266866932992823138562718054152
1149 622 2 2 1 0.37500000000000000000000000000000000000 23.592029035742194510899607731553047999
1004 549 1 1 0 0.31000000000000000000000000000000000000 22.667228458854780328800467734409445248
1004 557 1 1 0 0.29300000000000000000000000000000000000 23.173399666053501421714036788182544440
1159 634 2 2 1 0.47200000000000000000000000000000000000 22.944968072596092970843334677661166974
1004 567 1 1 0 0.28500000000000000000000000000000000000 21.776005576688340045643274779828688785
1163 946 1 1 0 0.28500000000000000000000000000000000000 24.066773498768681312349922307902505768
1004 569 1 1 1 0.19600000000000000000000000000000000000 21.327382919396949913515735666678018498
1166 367 1 1 0 0.23700000000000000000000000000000000000 23.303688751482971608596262830907514481
1166 449 0 0 0 0.039000000000000000000000000000000000000 22.024802295902296159569781041317308239
1004 577 0 2 0 0.36700000000000000000000000000000000000 23.238990797089695120777970919337848397
1004 583 0 0 0 0.046000000000000000000000000000000000000 21.895203870714682632562466730557493311
1169 866 1 1 0 0.35700000000000000000000000000000000000 24.064763742222372320982812178854302135
1004 587 1 1 0 0.22400000000000000000000000000000000000 23.268488550721305914580246375759033119
1004 591 1 1 0 0.26300000000000000000000000000000000000 23.279735444254922856945269924285332221
1174 217 2 2 1 0.53600000000000000000000000000000000000 23.409018582284876351715940871261801049
1004 599 1 1 0 0.24300000000000000000000000000000000000 21.869975982558686031492121836253960542
1004 613 0 0 0 0.17100000000000000000000000000000000000 22.491379047891392704481831454785718835
1177 412 1 1 0 0.26300000000000000000000000000000000000 22.722315809510828218924982910361077175
1177 958 1 1 0 0.30800000000000000000000000000000000000 24.108215611901367288034435802638274215
1004 619 1 1 0 0.44800000000000000000000000000000000000 22.120113328502967901649346940301333177
1004 641 1 1 0 0.26600000000000000000000000000000000000 22.356227793916596970236948316228594242
1004 647 0 0 0 0.049000000000000000000000000000000000000 23.409276390374006435059641445518689747
1177 1072 0 2 0 0.41400000000000000000000000000000000000 23.371242639761681663813016473464604320
1004 649 1 1 0 0.28700000000000000000000000000000000000 23.413054667182441159249148396158175300
1178 859 0 2 0 0.41100000000000000000000000000000000000 24.081974789093984069693814150621979487
1004 659 0 0 0 0.26400000000000000000000000000000000000 23.431162485622746599054524146851791680
1179 178 1 1 0 0.21000000000000000000000000000000000000 22.899243842270031074142148627522418897
1184 785 2 2 2 0.050000000000000000000000000000000000000 23.112365858631136016279920777344543090
1004 673 0 2 0 0.39700000000000000000000000000000000000 23.454385120756402621490788328761167973
1186 171 1 1 0 0.26600000000000000000000000000000000000 22.906670164919176196375526771776314972
1004 683 0 0 0 0.041000000000000000000000000000000000000 23.469502589242503411798866499791892177
1004 701 1 1 1 0.25700000000000000000000000000000000000 23.493718440411787752512856599677113733
1187 760 1 1 0 0.36900000000000000000000000000000000000 23.681934386186999668612733682126480819
1004 707 1 1 0 0.44300000000000000000000000000000000000 22.546705669586541387830784221460627070
1189 1112 1 1 0 0.38100000000000000000000000000000000000 23.610313189174543601651675755747452794
1192 451 1 1 1 0.062000000000000000000000000000000000000 22.727326572818286804848992663994780367
1196 113 1 1 1 0.050000000000000000000000000000000000000 21.989648205077260701990179799636449780
1198 153 2 2 2 0.076000000000000000000000000000000000000 22.903996245777999710385089295462427851
