# m n cond status hhat cS w2 N0_rig
73 48 962671065510 OK 8.7585891041869287684149165077848133824915042473315 18.932024013089456216514198997540294246633679769597 12 5
73 50 46762428042015 OK 16.797564207988706508262788132809368770378232588481 18.991941656187307123240332709747586020922050235649 8 4
73 52 10113536834310 OK 19.597262152297159712482240649389953897839379236618 19.044594296980062723344928032664281708899710055066 12 4
73 56 139041807487842 OK 19.073487463607675399688011481232626190319890805945 19.127476362492427829528788019102425179236625402295 8 4
73 60 279248141535090 OK 8.4597667894202393301818122301665327713000304723293 19.176779268099182789438953251200722249325175501195 4 5
73 64 5147917560282 OK 41.244156204818712323277517125719357082444053635064 19.180565933388362614484262121897302017404099133185 20 3
73 70 114283642578105 OK 22.900644505331629382419638843054930255988167516173 18.984511264362651531284795887654619836281110829506 4 3
74 3 18017568845661 OK 7.8261526949533435772580548152066591787509763697843 17.951260511726467297327123648393597690029479064182 4 5
74 9 527984269995 OK 10.256962727229435763965971094288012527833118213524 18.272896651651110554428073045330597931836760441020 8 5
74 11 18907498058295 OK 11.432346966793421153412073783944549957061596794093 18.314536480246667287699470048286583965168892841326 8 4
74 17 67127531852199 OK 23.515128211405872680281376604527730066940681349777 18.350285343603736133816856440416450550447383543724 4 3
74 19 9377902630635 OK 10.802214342843728323960763300037056680137362808308 18.339171926162446266256986817774534497261644773125 4 4
74 21 61388446486395 OK 5.9601885247355498008447686645243557667730725688938 18.318252015769179716771814943925899753662674484178 4 6
74 23 54247019313921 OK 45.766748727360631532277639387496312785195032479672 18.287791546848630637562151013386550994062313554058 4 2
74 25 420606459735 OK 11.769670595022349247885226546149700975180866891722 18.246535413386430184131992691408079008611701122834 8 4
74 29 103593326865 OK 31.690155392118455993989468035902302279517883681414 18.077787545675100701963569532104207164582094482791 8 3
74 41 129064210721985 OK 20.952352291606506976847789262968506750964554366354 18.692347918617028879286299403480352331874578136353 4 3
74 53 284592080409189 OK 21.768369403367261954043611651086054073576510120840 19.105895495104695919676758251381052149913396417233 4 3
74 59 314732407407915 OK 22.622546452214350499397136057734899967794558212900 19.213685932969274887681984626605938944252314504650 4 3
74 61 34515912807285 OK 28.969961458618549724526332563582894360677538960106 19.232461417628029169323719278165214786888182792795 12 3
74 67 238200415383651 OK 15.500495072978939196201215913346255578840097071456 19.208530835061066185081428185195200111006341595348 4 4
74 71 125963454623055 OK 8.3200340204121898482021520424467281415558315291888 19.035478237194710956362032265094053421141352611097 4 5
75 4 5233345245870 OK 11.604247952441485442150169849515058158852315469663 18.092350464455908820294982996787558097893126499273 8 4
75 28 5891540617410 OK 33.987253619391406841670819163106813234600402152264 18.215973562334719152387340910523645741645578405104 8 3
75 32 258226385970 OK 23.566036966031548883808928317221255178218284905517 18.078690249496712438819958678318754533347494049899 16 3
75 52 59588475975210 OK 14.207287687525552582357703351622487802203026005935 19.116976990887572070268647616882921054300311199564 8 4
75 56 33642878604510 OK 13.695753253425403675619820849512339596550917640271 19.208261068924054306843042651814028372077424969592 8 4
75 62 69001083768435 OK 17.658969638747512534813170728613268311119884849914 19.287296718857538212662875612785008693739434551977 8 4
75 64 4120142433330 OK 5.8487154469479339553729337350544342989848079474775 19.294035898962904374780658880657246424307872506799 20 6
76 1 1462744896690 OK 14.617628134579092532654680738145956840297187292988 17.687750669166377162231229227730310736202197729219 8 4
76 3 3104079710802 OK 15.260568427504855942630248033022590779956869197830 18.049329583712895709327076407097989544310236375380 4 4
76 5 1315129348470 OK 6.1547279489591684133715649039502435890027461616198 18.210314453641869412276191912571552261601737604145 16 6
76 15 81048289028070 OK 12.875152259102843637249875539765403204979377268365 18.456217555818259620234798579347690671913949617498 4 4
76 23 23401724733618 OK 5.0748512602707779022746546839655034455046495442410 18.404713998960684427873722661245476129468198324471 8 6
76 27 709284328242 OK 34.257828939596127580952362218643506604397907362681 18.318272562909159292946314206752142716310247436836 12 3
76 37 75642030761934 OK 20.176351439554753406756298441660201655155151194703 18.539944818911354488815026668378713425483329504037 4 3
76 39 107428485399690 OK 8.9770695035990775998167573602559216063431140742655 18.649760809744803369050089207879266918129174669998 4 5
76 43 175163356212306 OK 20.798475889801239291037951146967518006674251094815 18.838067201334639334361867063954463734754605837520 4 3
76 51 8792478469110 OK 16.425034788694025749573885093270211475515502797155 19.123592096223524509153238736154069743486975836329 8 4
76 55 358323642394410 OK 25.174773626613527658866592253027165146690117326522 19.225364963037644459034662299872120709119412987256 4 3
76 59 42968579608290 OK 13.747018932099265349322657186728252530484251211068 19.299371954384315266034346084145422457733749535065 12 4
76 63 127521349850622 OK 8.9410573074435941864805806300035046975300082600535 19.341310935895395677277402558241841096614829790390 8 5
76 65 364742052705030 OK 8.2618348381888952309717691332307733468861717086104 19.347013282727834230130892035061860056003180526869 4 5
76 69 289999591872270 OK 12.585224016590999993201517924391078971945417429646 19.311550886154415461075046789694631707643244621216 4 4
76 71 32840970878310 OK 5.9553501811737784877208019227515868585602869296700 19.253548958969729998354636095521156388665996906644 8 6
77 6 46111655202459 OK 11.583886381117018920803959351861476430707844781922 18.313144471032633838573496481140604570306175507180 4 4
77 18 30727178744955 OK 29.628851145071813108267188994211916812200223275750 18.508236939786545975346061446957841188080906149169 8 3
77 20 89759165872530 OK 9.3538055868084496111287257832600983528937162602962 18.496294608938366593499182027811636586956649431105 4 5
77 24 37081928789598 OK 5.9395238061283573754774276696988129632126433907146 18.445597509568078202223191325767017986876619587275 8 6
77 30 22922882816295 OK 7.4503549736524267513866425905759499930233880997031 18.250693415362002202505270041638384267334170342151 4 5
77 38 92719227445845 OK 8.8184155243750403175235945692208330762459821784513 18.621394118904264584277468231032116330923716189065 4 5
77 46 240698210507601 OK 12.858182039867121787929545400032423101227967323827 18.988022138816510733579398347262165997809224857575 4 4
77 54 41814250385061 OK 6.5827359700330821959503395182893712470127523029239 19.237656858605079070442009202141816212318324365393 12 6
77 62 432079486389705 OK 13.913151102244176273419814132062515893638811633134 19.379147469010661078241011582136249442408360352611 4 4
77 64 26472645052854 OK 6.5288968311667281829945095540047667418673507122481 19.394528658780075353943796456999712453353533931654 20 6
77 74 9843733070787 OK 20.399955990597764790325544829702047261067326654307 19.184258486923379568898586893765310246605050899713 4 3
77 76 20438023849782 OK 4.6231589892000852129836970449806635857085462279723 18.867474575874077454230882952754425504186843293393 8 7
78 1 8772680978061 OK 30.898156105975602921427141110567847663578835934120 17.783023345144685320888529778511968308050770480047 4 3
78 19 101639723722719 OK 4.2699019538903879494519172610618791866865268603566 18.556426826317299757602141433496548670563968212461 4 7
78 23 89612704816635 OK 5.5267659820751436503609669621684212089106630962111 18.517501130617715126070270096266807422518855476187 4 6
78 35 41133118327665 OK 13.019949769609438106677618259242933744615591158763 18.442773642626881571565200748501496925121900731706 4 4
78 37 75417873622455 OK 23.544829494285636042790720433579320278794916963948 18.585874457367643174598672292444729877139890217754 4 3
78 43 17472470170155 OK 5.2606139438133142203564770004796626889311608433199 18.893469223677435475608954241527287247391594778016 8 6
78 49 45111171842373 OK 8.9882109533314637066565410953660571479668279227874 19.124770870321293818923215824806499314712738883148 8 5
78 53 78030077513115 OK 28.851928927678785444304391174236894171420819467843 19.245610477172374841885643324128418691529621150651 8 3
78 59 466809926740521 OK 16.672994075697119664717992222442829700829349987108 19.378716852504622635537567672199492360827476977934 4 4
78 61 477668135397999 OK 6.8775892309285869580003613979704066409201687400677 19.409527584256753806414197378414484759629915717290 4 6
78 77 126937425615 OK 7.3175337210096859798268695731580572983116928525664 18.915097944140511653290623064940117225697678364990 6 5
79 8 123456771102 OK 25.554302545068619583697932892134033729419508254431 18.488882740633021010885719226830330500798163489980 8 3
79 16 9276454097610 OK 13.701754526492217581798266374106274994778597198283 18.612291319153558391124637540595688541743698398465 12 4
79 22 105362029320009 OK 14.615388419200236795205974745065159044602319902710 18.584636904843374740293495657439450125051033230524 4 4
79 24 6794717143830 OK 16.398853917509025583338121126960751841568812945996 18.558167383791743308332151468909971921608504957293 8 4
79 26 80548294973055 OK 5.2692507223593647098243611331184160576532445611560 18.522779303989514680977235090052744615705717441299 4 6
79 32 1363330302558 OK 23.986464394074151814881798753582024793395165671668 18.205357992857781300498435697172906159113561160890 16 3
79 36 377914177830 OK 24.584578519978173676879591595823053576708262723440 18.537514533297511385255167398073922502481095968408 8 3
79 38 31289627443893 OK 27.902031827944573494802606520181435921235325098250 18.668340923549107289050574540191144380791313472539 8 3
79 40 67474478026410 OK 11.258750621884378957581965112077476931186246739299 18.777385443099611461458514412818669739130311328345 8 5
79 48 78409682700006 OK 13.938767903538681224791859421576880305362626991411 19.119833139603415179726214596325704980152069847916 12 4
79 52 44390983896714 OK 30.098380871159959430105445363000359553999454626157 19.249584312990400836857928160101520607582215001490 12 3
79 54 9730437979395 OK 5.6716844272393737238615228902212413820805926927120 19.305035953394275652176249175840117718473212090152 12 6
79 64 33095076304290 OK 4.3993832895278898489713560745683091057737441629307 19.485364308966344771115131127561524613314283673234 20 7
79 66 516923970568005 OK 35.171134781513794125645136926796015065493060507584 19.498667533157130790800169398891248498592936984428 4 3
79 68 70000258722702 OK 33.206326909791517047381084125832503743780947322531 19.501455160121388800596698723165714110373488192017 8 3
79 74 14493903427605 OK 15.607307238202798604714826642672119167359877108524 19.400532410685895379967985076449924455385789802474 8 4
80 1 96984194370 OK 5.0689910120397594776835337804458130442782855336930 17.875882368687935143229552815526419363860744434647 16 6
80 17 10369972983090 OK 44.112875029520280489687626450259723305603299565723 18.663746600170511950342858500044819387914732555930 12 3
80 29 15110115188910 OK 8.5568677703473148017303449341946192330027363455550 18.505853806115062510596379566354958507536583840099 12 5
80 31 1199802615270 OK 15.894025896833599879303184423595013343614041502367 18.415258027925267847897606752781213551509990742753 12 4
80 33 575425234230 OK 8.2215142824732014839408894867814066426272673779550 17.985929343491223598592197217406056310212762071454 12 5
80 39 28795145714790 OK 20.810245876299279266817247551157340539641943231599 18.748045534979177126310444466050576492226455654823 12 3
80 41 3652292353710 OK 4.3955405986399708534593038390247640313114154885786 18.852343441594472674856169766101163347060169732407 12 7
80 43 52098954047070 OK 7.2183404811431031050222932388004463784232845106446 18.946378050441116717737579158141916790034822514651 12 6
80 49 12729424568070 OK 20.834590348263009149692977136484553802021177726899 19.183840451407169096444247467266502895460222146537 12 3
80 59 138798137696190 OK 41.428109655783782792570735222099399175514154008177 19.452747073893033065917624113593549908732960675348 12 3
80 63 48854091175890 OK 12.569021329106395772790580722875904504431718999526 19.516385094474458968131639181095189007713886437967 12 4
80 69 134799132973890 OK 5.1216268770441712875532050059076507922121033059233 19.551508888274780534506601731717720421835830721481 12 7
80 77 3233321643090 OK 8.6648264514152238942177604479730918659665725954035 19.327232427378343670467891092791995992323513798063 12 5
81 4 1665720341670 OK 20.191077332644741064436472056705471882806843209664 18.375901054006885828167352181572393180540641775016 16 4
81 10 3791326526715 OK 8.9651897669024951619659467457451773779921389479103 18.637880156530317682127057571325160886999979182504 16 5
81 16 1249697442630 OK 3.6884355579237731182132668082160507787682399799090 18.711125709477674742092416064350335862902284152603 16 8
81 20 5075491130430 OK 19.346838278523983944416970774427723406590740381509 18.705925018351851416278941414346821924644405680328 16 4
81 22 4858673857653 OK 7.7049635016397499579121552455010815848085409660912 18.690394409752784468782525484683809656485560002505 16 5
81 38 3416216037843 OK 28.488888190383533197034652002947836873560712482319 18.710915793951122535801370458300750712023772752638 16 3
81 44 359190837390 OK 4.4113476652413551651195093879618248988805762366947 19.016384162340077242070475074358992508633418847913 16 7
81 56 2030314982430 OK 21.446871807021027896930117332575911694061526497383 19.420904411165431839151302841023924343918469533086 16 3
81 62 23625634839807 OK 4.8116281737613522914105762306945895757250569296136 19.541346218978849927833459432737060573467687881428 16 7
81 64 1499989953210 OK 7.1515619283633026798672357001095332301503733596124 19.568639056036855574792775205317344619741611368066 20 6
81 70 21946546000995 OK 21.571447616354846308308577324119593313887813720148 19.600881911472535280043106080983621660762382878761 16 3
82 9 34277596868697 OK 8.6394882406242468352862742900384282893696617981224 18.658696893049611237697621801592162672571662460150 8 5
82 11 120146088529929 OK 10.162291952487933595988589240952046295408471050607 18.705153528194070506807087681774270577541551496200 4 5
82 13 134241459712815 OK 14.448303735424282860648569805738573137953071325428 18.736022396380303539432393928016339238804319588278 4 4
82 17 50288426453265 OK 3.8055102775772217337981220572405276961432775682690 18.762119818982600777092293460749205559349187036709 8 7
82 27 12043591960785 OK 11.995008771806334950748565845950705453812069393442 18.671617373656364018689575351987329592864618505901 12 4
82 33 2683137283365 OK 20.780362223072938573908238703714857362866844458849 18.393335576524045322916105441008623322250525746307 8 3
82 37 22054311679155 OK 5.1165214287381814154467024945462124299769277835848 18.659108603472907054212066515821009269616864091899 8 6
82 45 93585454973115 OK 26.466729864995990854838437197512355386273847566972 19.084902300108244244800073333863375286800221275415 8 3
82 49 56934487245867 OK 23.412836588497099463560307891170512693647892132221 19.240140039991541205442903823539167241879999931082 8 3
82 53 56926695882945 OK 6.3756912549641324958114154690650998767272836641444 19.370487707445610083367589862959268425952768211832 12 6
82 63 235213445838945 OK 13.154445096443458762048315932025668442129570253502 19.593941678205722911613013421076583678431427843285 8 4
82 77 398644856733585 OK 38.437367972964424825201239006593527670488269158147 19.541839609872938977371009207594544755285674274647 4 3
83 6 78445788380421 OK 16.293203219129696546587851199333400029259917769909 18.591126997926843136723614901759523923423541826474 4 4
83 8 10155093320190 OK 6.5189089317659065409646833575253442223098060874524 18.673269465139230189912665921258054735844573256435 8 6
83 10 122093323147635 OK 9.4598353735726711995716267873012332059542656718082 18.729807505070020014047649185197976708818415508054 4 5
83 12 19927068181230 OK 43.773373574833102071045829789257066993715779665210 18.768532531294939471845972195654521663072845657608 4 2
83 18 7979850506355 OK 15.313466826457911453698418514978497716256688309057 18.811014829207176568767193634301426901533913111829 8 4
83 26 133898975734251 OK 7.5284381209498670562076927999332862259794461133719 18.743650541319263193372560641855240600943399813882 4 5
83 28 111142713045210 OK 4.8673839183210092511929998667332550200001274301175 18.706502608646750913834391483719535313270378546205 4 6
83 30 82524303430905 OK 37.557003385024370539168694715635752648609171004964 18.655821113267044864034087446988227564779094798883 4 3
83 34 390038453259 OK 31.109289260847209670581740967427467276612089541237 18.293117620405444077157840876686278770380357619910 8 3
83 36 12341523006078 OK 13.423850451132159445768281941325878845347062601833 18.570280065167139569867972395592086817821536072340 8 4
83 38 2639217421995 OK 19.255731009183932590474961817212739361503710263833 18.747561280823938049702993598367644510595289602644 8 4
83 42 7983545858085 OK 41.084310255144538790654680237890379517918229650992 18.973721696778501368217287315492227770135537552240 12 3
83 48 96965716160670 OK 22.740044672790095388418279572144228248813293616585 19.230472723911677962593069383402169480413849797757 12 3
83 52 57194979280530 OK 14.987535558157451832008044450603367986997203575281 19.368851779093324686096812735141444751076552309505 12 4
83 54 63876198256059 OK 13.322153475275154687215573046496856720093006413316 19.429234347385615083148092106258597528743211453778 12 4
83 58 136217654293665 OK 30.874121836262022624737888766902386418249227726502 19.533020327119625793222296599828506195721407586183 8 3
83 70 252439471378185 OK 11.312420650077027564783720681005643735998176565490 19.698354577112073632227505914269605511368805205074 8 5
83 72 118824438766110 OK 9.7790569594641240908076768588208276171048099781906 19.697658841851619930825752055249685920615903576378 8 5
83 78 435173075898015 OK 30.206115192440628760028184312479715585247077757343 19.587755093201225403402216823981827681828105673826 4 3
83 80 10211647395390 OK 11.866858447370641466703716108846514503038634863607 19.464836561475581998461599593662804349494564376732 12 4
84 1 14739881984310 OK 14.058235538631746948446714768432378207529995066364 18.054828074601660517783965353688727828097958274690 4 4
84 5 71949388810110 OK 13.888405362405999204023867604810897618283169745279 18.579925838855446262153383221834610057570838395837 4 4
84 17 181841368025814 OK 23.273026090917165759362718462874544887457331596859 18.857737758234861721394098873950435794890861282021 4 3
84 23 174469393106106 OK 13.950921562346120011334604265534366678119558960853 18.834087467267310323670173558058073517459763087877 4 4
84 29 112714160690670 OK 19.484225923549458866959594077257802335242624029785 18.739749043589288136919710633400382962086411146899 4 3
84 31 79561331310090 OK 19.369199319237229005689273456115135315299159561021 18.682786407788310209409310374484714405776422185550 4 3
84 41 6869217431370 OK 12.185202446867120811349634316075951753773840869160 18.945845275936223170711554530065820151008483494867 12 4
84 59 151428077430630 OK 28.506916656021494223763851479388418052640477905364 19.587748698489293194022742198536422401784269279749 8 3
84 61 47194164269490 OK 8.8809101027642290336135653624734426188667422865369 19.629869492537643159020887225809399317590741508067 4 5
84 65 859669727850570 OK 6.0867677649062193407564974836825390289645125577503 19.696855124299966429686912402542630489292241403037 4 6
84 67 867605041610286 OK 11.979073818752873284810478285881234747612364501812 19.720973080878103189594847693459844426395737911342 4 4
84 71 830508388052070 OK 9.2538806193563832757237491753953375512318738885916 19.746600417508329914465352048944901080471625819526 4 5
84 83 113176511728014 OK 30.854646112686905298358849358342518392495385411998 19.188535718789130313654888158144706573561090398839 4 3
85 2 31933540117185 OK 7.1695536351371437694832253273999115248900965625122 18.327896111511489859981771844903523773177734791658 4 5
85 4 47712560910 OK 10.834614316095278641911894363050121221650248162259 18.553392794041233569326211517704182398617597511126 16 5
85 12 2338651854210 OK 10.708495942648064873706717793159506510266159365232 18.859210698807824939602061464196613253675297669596 4 5
85 14 628666813005 OK 9.8473259916243834814758074224675382347737737921205 18.885488124981700191637861732367746480103084827047 8 5
85 28 3519985824390 OK 9.4076764153430134329422843554295832706670685248814 18.815114981278294237010992782691802644627070652754 4 5
85 38 77600079870285 OK 12.011527865666734659072076559217150834027933230088 18.775301460998401083296423324734149862569917172538 4 4
85 42 206236773027915 OK 8.6136700180554294477399422017722634307563703017934 19.019399582348907873862691893013326105484161020924 4 5
85 48 106334803975890 OK 8.1225907692591057480744499791121981518010941848254 19.282198690446448422163193574827638320982229868692 12 5
85 52 576565894094190 OK 17.669873058463998370108553174100833374820795807181 19.424302040892665049601870416874630306530594384755 4 4
85 54 72196236472605 OK 6.0659919831744742453575942834326162412321272593761 19.486780966509594704533441596122523469757599336584 12 6
85 58 87044000358315 OK 6.8418565119664779689661563447704790610440300880890 19.595379054525851200442429840011945577212888477391 12 6
85 64 57758958924870 OK 5.4505335436500833046103705902760356364037273584909 19.717768401854893743633589000472780217857570163759 20 6
85 76 257144640851910 OK 8.5818917719006894991691924196861927376634261326727 19.776451821470509788885609058360867558741502464953 8 5
85 82 338847846765015 OK 17.956440740508571392630134106555521341400462529061 19.553783283673277184419214448023868651262869331899 4 4
85 84 9462527427990 OK 8.0413209291141698226626564784881678240603409008286 19.232189840358833004983242022785298420254302267924 8 5
86 1 17379928391385 OK 6.4244893643810029804642717209469050731726674757916 18.141128288536814107179799598224029218019824994259 4 6
86 5 3145584846495 OK 7.5130106610256717753964863073845781711439848330466 18.666751178068621113720961379323345246922064384951 16 5
86 7 116164641693471 OK 15.317019968910172945609583097173275591622898768770 18.767979447825977972409675205257176635784182575961 4 4
86 19 223072214330595 OK 13.233600746053030899208438000271439996028698491424 18.952793083911295106021064925103047758842015114191 4 4
86 21 221856914480565 OK 20.520391925826751718312635562436829129521762742917 18.946729440203546822670923172027636915759372587173 4 3
86 29 147851876763885 OK 24.492302707162242572115980381031283076631663687438 18.848776539063631523915271951395148162545881803805 4 3
86 37 5720178600717 OK 5.2197754292652834853480521785668221273719547374106 18.673684572388098696901396527674325236682702777528 8 6
86 39 590108788815 OK 34.137258012242666666867108283405475549386963718758 18.863797563998024021754515609482304645655269737655 12 3
86 41 57328101263685 OK 5.0797010179850484731436191628979355711091392766955 18.987901807309231025574514667593984533371210103570 8 6
86 45 107600860663905 OK 15.853752649398155824033833318916537897494091362486 19.183153762468545692612453625645827026604093465185 8 4
86 55 727608868355985 OK 20.520766313722616225992182198112940538351404246931 19.544238779817613391257660978789449007806473444359 4 3
86 57 802174521827679 OK 11.041433718530701946857790136114077677142796451084 19.599634894164169291045956985059434106454280895691 4 5
86 59 1974189091245 OK 15.697512172573101904452540760209116997966665909234 19.649777882362208226492869007108512945708419997341 12 4
86 61 26598599947185 OK 18.270896521961113996805520552837547033146212400774 19.694688097130412142150686231530462338028759207094 8 4
86 63 327018507221427 OK 8.9601707444918113263897895557370753659009371500553 19.734305910418010582605429695851822740491039216568 8 5
86 65 1018681718673255 OK 30.323754496197287650406282550107289011739069537782 19.768468789777266035849195004560073702316594801015 4 3
86 69 1046884689560955 OK 17.218237351198181804697922987979387447377763324871 19.819045942215988494968489104857615670070158459018 4 4
86 73 995181645878511 OK 17.882723533876547386766831003346370371060251846285 19.841205204562895627800646826971827085781227392852 4 4
86 79 719182862986665 OK 10.326983187066205063676380302798484167332833521524 19.787104019465006361774545872706909280148710777228 4 5
87 8 71022823109070 OK 13.981807549473818050749597287285065115798561466099 18.848683331697387639677888050043785601384418476932 8 4
87 14 217444981214181 OK 12.965560868869232779351268324536281020735299450588 18.975086269262486585898297374886290414029309141299 4 4
87 26 30122423158737 OK 25.068356454179803855482524376985656995568205814811 18.949842510501301211933911587090041076062945887659 4 3
87 34 5283490976841 OK 31.020013593852259540178421496467763635862024445397 18.731992685498344734275772859594431594530402558711 8 3
87 40 66536418706170 OK 41.403810966790469689663692661452103504948411961570 18.946853383636458656740979696665644396878383830432 8 3
87 50 15748607417655 OK 20.821248229720363949197108186127054956368128292882 19.407425093719068697529658401685319416739735983038 8 3
87 62 205960349780535 OK 8.9605944981695852452904545304628515285565564756586 19.746951740189922371352206525470742852436325018159 8 5
87 64 67650863795634 OK 13.087333670764011918740305210076898267144322968964 19.785382770331532372730196337166687127753166112152 20 4
87 74 1087483305535809 OK 7.9279192498632822584349377024837007510741171607720 19.887596835641855419055331896684387272363264457840 4 5
88 9 28429928149854 OK 6.9652270039532066467154694220095497674682950378437 18.923038931410541985665036682091279842739388267480 8 6
88 13 22594202120490 OK 18.259416363758465191187123210929401088020518661138 19.006500796433443603752723730368279820549264379485 8 4
88 15 122986035796470 OK 34.690814557479707853450076626077587030219217369006 19.028892694689462001070130233284074464487710521930 8 3
88 17 129998317511370 OK 9.2865406808088222782814200318498168573444384561344 19.041323128257774449392154786516469064967563793557 8 5
88 23 130223390887590 OK 12.235397570947869935818795217651813217617346163170 19.029370021730365515759005673415826630953815200768 8 4
88 25 8175501625830 OK 11.355601211820898466272428443985349557574706381722 19.011046647015876640493203054144061352210035728421 8 5
88 27 300703208190 OK 2.3175006395431779460225091809984715274466913488654 18.985997510901405513972102044644445903043307909862 12 9
88 39 6398632694454 OK 11.142800720058632909351547159937313598417161459842 18.886162470245972752077857041983733121918635968966 8 5
88 43 41868892945110 OK 9.0929531171764824117932569669338086660797775154168 19.134316681127005562722333176740232396455841054207 8 5
88 45 56654786641530 OK 3.4757958264924222108637604377992973934874724772230 19.229093321263128838664329352737620086410486443821 8 8
88 49 37706416341594 OK 9.7486510127123470021901792732447619252391486696343 19.394772891744292831333048094073513404695982425653 8 5
88 53 360543601731390 OK 5.9622131793908448808872718129270731956654471813494 19.536253605819776606252861754933269067039145426241 8 6
88 59 70870100096334 OK 6.3931774949835422555549449255415858488251526354629 19.708695255912627113318293982668975836624401508960 8 6
88 69 627510092234718 OK 23.706768389763885133930368198920740148509059430818 19.894171585955766514297961697147129621800600052943 8 3
88 73 617606399812710 OK 26.371979350881828746836551265644879706889388150694 19.927982593836910722322120464575558304125908025613 8 3
88 75 118700969917530 OK 9.1979656329922485863560201881475963213312081427537 19.933402023143730827089283353925628875705581016148 8 5
88 79 166365123998766 OK 14.149318102050159541872839052837250355264538575966 19.911352783895033724018736977222624312138975461747 8 4
88 83 2354718382170 OK 7.0849754313319384588803992907356829399815332104975 19.809071175075512195006012219249165901840386066639 8 6
88 87 15704245905810 OK 7.9035303392146851830770887503407120372232318394252 19.360117656314067684316222215254168154721916243709 8 5
89 10 67286253518715 OK 5.7344973042404823687046491302895668808924340888070 18.992203683889539492831839997494981604338519793881 8 6
89 16 69093226258770 OK 31.615424160960087250453356431374586185369911843655 19.080312669216196605178744400152784182671584489362 12 3
89 22 291042985170399 OK 33.568440414603048012769210208906576604303776428733 19.082544882257040695739832007711623509937161504534 4 3
89 28 77356171116042 OK 8.4881292413300462857376204589540769307546593662752 19.020998528212616989279862354713684995991423789944 8 5
89 34 93536829076845 OK 17.301815005467421877822819604891733859840067287855 18.867797846249773107259588080409988969128207674894 4 4
89 36 400213063110 OK 21.391715185855885298419677989150793726704793358731 18.691476611578051506780582579812406978065395776930 12 3
89 40 8630900647530 OK 33.589928216604899236822756495937504811742257991150 18.975252039863403069359177407575161214950480043884 8 3
89 42 206925820163391 OK 7.3965015030039101873408673604764999723197157270423 19.101576129851684362237589210722915935012993875330 4 5
89 48 1044757180614 OK 21.009994953053458600687797921968402269287567484468 19.379357371489624384565409912680151480501172900984 12 3
89 50 17169954794265 OK 20.997676841073503358618590045386463489375455028911 19.456573062409430181572225777815037752755102273411 8 3
89 58 144195285485937 OK 22.629089676998044480094844571237634044922489010138 19.710997132150143497504581677117116479426746855765 8 3
89 60 1100536786178130 OK 18.502379075298684385145964715771047396192660501900 19.761952669146988835894052908918308387493417575915 4 4
89 64 5226524100210 OK 12.769642675005203394630423092323742157237556939149 19.849189205329839569296108180894033639522190635383 20 4
89 70 1375098388130985 OK 11.619179504393458067747619719850983478443394335595 19.941842005504638565818859376071529496402059564569 4 4
89 78 1207599287243349 OK 5.9247466535185201919666219023589093235250098522213 19.973426054136477292993030237239844232167181303736 4 6
90 1 7964726800485 OK 19.837114020535439150110443857758695528139354672373 18.307862842223109481961877257683635467132575238659 8 3
90 13 88810595618745 OK 8.3493783011241839485741101873252237608768535942584 19.092234338969368341798497149191848715678118868661 8 5
90 17 102872985648405 OK 13.429322711406308138187424284124900090518060426600 19.129566311028601358732127149171893617972480995491 8 4
90 19 106301205173415 OK 35.822136723006263817573604380634819987755779642111 19.134813344595673048849347094902868070854448629382 8 3
90 23 14993015855685 OK 14.182771948578282204758906952368386929631042050247 19.122856924983323527773122648473027118761040256286 8 4
90 29 80345778629865 OK 14.715369019018750772240381881148558842717886650896 19.054850591319017305271293941128141083092491692967 8 4
90 37 3551762621505 OK 12.745720135712976875167444056049954990324964961345 18.554166797769294590776093726192426487001894975811 8 4
90 43 83994851745105 OK 19.376109454058948248381406633479156451572045879527 19.174659307641147039701256172573313290156539337120 8 4
90 49 27115550752605 OK 18.132308497812617432732931076542386917242510801056 19.442166265688693668204505975080127290966313482458 8 4
90 53 265070902151055 OK 5.1501732507067589726094688101749666531851602408592 19.586785939260742959807351301218155158950901772432 8 7
90 61 406226931589815 OK 24.922113853433212013538958878467867569755196787158 19.814397806954201778387750544059658543158033193604 8 3
90 71 501611848900365 OK 13.875472817113266761338573062002729541490321401501 19.988884880618807173943765450889512063359851225344 8 4
90 79 33679608107145 OK 4.9500201981045931714512814235637101049582476054675 20.017420674441884500068124181893303452040186978498 8 7
90 89 61320416508435 OK 5.8300116242084507939087542607514676860940255718091 19.442988517163325855042183185349637839086460691418 8 6
91 2 51501457329231 OK 47.747311443363572681778463942083398127564672422750 18.578228616752177901527756815519169357178291794692 4 2
91 10 8770469609265 OK 13.591733404660055073130305390137532935820280196480 19.075564143746885484222907498122463667411222442040 16 4
91 12 272969811158226 OK 23.642526971026950506746389341180125181332885224219 19.118097045902577800262768368034003950092412772143 4 3
91 16 16335048548910 OK 44.920333151205535080149711579360638517805219991263 19.166765103982339992007538532537316427544043037107 12 3
91 20 350413773929310 OK 18.654694505109560147285409986841090126719206749624 19.178937453551631183920269725149457746338494039313 4 4
91 24 169487117274930 OK 15.078439018020504493879346913670479712666841407568 19.161863219125758061416376471344264835991898418316 8 4
91 34 5499848121495 OK 27.379925067085606260778192132891546203792366416341 18.988481814808221854077712331253742653693935054438 12 3
91 48 132473446100814 OK 10.775310911523960159651919818144501817788666488730 19.425028294046382262866187650586498068616991233269 12 5
